UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2022,9,4068531,2079221,1989310,1463714,1396506,317262,308965,35357,34136,129539,122219,7094,6799,126255,120685,1579651,1507250,384733,374296,59904,57705,177456,167325,16279,15385,1548710,1477246,1020443,968917,283174,276003,16787,16035,122584,115390,4667,4403,101055,96498,1113657,1057868,337657,328810,32788,31394,162762,153105,11489,10740,530511,512064,443271,427589,34088,32962,18570,18101,6955,6829,2427,2396,25200,24187,465994,449382,47076,45486,27116,26311,14694,14220,4790,4645
R,7,2022,10,4075070,2085679,1989391,1474893,1403026,318342,308222,36424,35048,124562,117802,6850,6602,124608,118691,1589297,1511972,385164,372325,61015,58534,171376,161974,15838,15136,1549841,1473923,1026740,971585,284630,275929,16854,16171,117716,111251,4438,4262,99463,94725,1118473,1058943,338462,327652,32839,31437,156894,148135,11099,10566,535838,515468,448153,431441,33712,32293,19570,18877,6846,6551,2412,2340,25145,23966,470824,453029,46702,44673,28176,27097,14482,13839,4739,4570
R,7,2022,11,4119755,2113422,2006333,1503656,1423085,320701,309682,34922,33643,122305,115171,6786,6450,125052,118302,1618557,1531683,387611,373420,59870,57472,169091,159012,15837,14924,1563462,1479191,1038358,977982,288503,278125,17143,16220,115588,108821,4409,4178,99461,93865,1130147,1064536,342330,329267,33320,31637,154568,145286,11084,10396,549960,527142,465298,445103,32198,31557,17779,17423,6717,6350,2377,2272,25591,24437,488410,467147,45281,44153,26550,25835,14523,13726,4753,4528
R,7,2022,12,4205563,2154232,2051331,1541926,1462312,325491,314107,34500,33331,120774,114938,6522,6374,125019,120269,1657078,1572833,392566,379227,59653,57873,166882,158770,15370,14825,1587912,1509148,1059094,1000118,293821,283660,17318,16986,114334,108887,4394,4257,98951,95240,1150630,1087999,347580,335753,33427,32885,152648,145378,10924,10440,566320,542183,482832,462194,31670,30447,17182,16345,6440,6051,2128,2117,26068,25029,506448,484834,44986,43474,26226,24988,14234,13392,4446,4385
R,7,2022,13,4294796,2198877,2095919,1580078,1498991,334395,323898,34807,33432,119605,114744,6590,6558,123402,118296,1693460,1607840,400771,388241,59838,56996,164693,157501,15239,14875,1624269,1546566,1088502,1029212,302596,293114,17884,17299,113104,108652,4457,4441,97726,93848,1178667,1115942,355943,344975,33923,32363,150639,144358,10845,10587,574608,549353,491576,469779,31799,30784,16923,16133,6501,6092,2133,2117,25676,24448,514793,491898,44828,43266,25915,24633,14054,13143,4394,4288
R,7,2022,14,4457810,2283130,2174680,1644060,1558134,346874,336383,36467,34841,124627,119230,6856,6588,124246,119504,1758130,1667839,413639,401691,61554,58981,169967,162122,15806,14857,1685449,1605571,1130912,1070442,314201,304878,18688,18059,118227,113070,4682,4384,98739,94738,1221908,1157721,368166,357568,34854,33458,156091,148788,11278,10502,597681,569109,513148,487692,32673,31505,17779,16782,6400,6160,2174,2204,25507,24766,536222,510118,45473,44123,26700,25523,13876,13334,4528,4355
R,7,2022,15,4449088,2279155,2169933,1648407,1563675,345043,332753,36807,34948,122596,116491,6729,6650,119573,115416,1758218,1669439,408983,395137,61402,58777,166275,157995,15366,14954,1685225,1602750,1138000,1076106,313030,302086,18562,18082,116102,110492,4621,4477,94910,91507,1225532,1160245,364595,352538,34431,33320,152464,145117,11017,10597,593930,567183,510407,487569,32013,30667,18245,16866,6494,5999,2108,2173,24663,23909,532686,509194,44388,42599,26971,25457,13811,12878,4349,4357
R,7,2022,16,4373867,2237659,2136208,1629568,1546185,331639,323967,35676,34262,120446,116483,6594,6408,113736,108903,1733945,1646081,391587,381951,59603,57051,162355,156147,14783,14204,1660399,1583996,1131383,1070084,301375,294451,18293,17755,114302,110806,4503,4355,90543,86545,1214741,1149744,349939,341483,33737,32405,149451,143914,10601,10099,577260,552212,498185,476101,30264,29516,17383,16507,6144,5677,2091,2053,23193,22358,519204,496337,41648,40468,25866,24646,12904,12233,4182,4105
R,7,2022,17,4332012,2215579,2116433,1618429,1535217,325112,315749,35136,34001,121961,120439,6597,6390,108344,104637,1717597,1630806,381470,370698,58573,56425,162175,158836,14432,13910,1652094,1579277,1131444,1071187,295761,287499,18075,17596,116094,114884,4550,4482,86170,83629,1210602,1147809,341299,332212,33193,32100,149891,147267,10376,10140,563485,537156,486985,464030,29351,28250,17061,16405,5867,5555,2047,1908,22174,21008,506995,482997,40171,38486,25380,24325,12284,11569,4056,3770
R,7,2022,18,4358718,2227776,2130942,1634056,1550601,322818,315033,34521,33316,125117,124151,6437,6182,104827,101659,1730039,1643601,376569,367759,57492,55612,164287,161709,14121,13603,1674737,1600995,1154824,1091420,294357,287807,17986,17393,119339,118714,4538,4336,83693,81325,1231735,1166008,337944,330704,33038,32166,152336,150373,10304,9862,553039,529947,479232,459181,28461,27226,16535,15923,5778,5437,1899,1846,21134,20334,498304,477593,38625,37055,24454,23446,11951,11336,3817,3741
R,7,2022,19,4319618,2207098,2112520,1621311,1538639,318961,312899,34155,32426,126516,125422,6411,6192,99744,96942,1712336,1627228,369815,362396,56683,54462,163655,161383,13917,13247,1664409,1592090,1150390,1086517,291035,286652,17624,17036,120938,120032,4520,4389,79902,77464,1223539,1157556,332400,326843,32507,31608,152333,150306,10170,9756,542689,520430,470921,452122,27926,26247,16531,15390,5578,5390,1891,1803,19842,19478,488797,469672,37415,35553,24176,22854,11322,11077,3747,3491
R,7,2022,20,4297072,2194318,2102754,1610951,1531029,323018,317210,33909,31977,124439,122582,6179,6007,95822,93949,1698362,1616455,371626,365562,56173,54179,159856,156673,13337,13033,1659902,1592054,1146584,1086929,295526,291134,17785,17122,119075,117479,4385,4237,76547,75153,1216624,1155523,335064,330448,32411,31902,148896,146181,9846,9589,534416,510700,464367,444100,27492,26076,16124,14855,5364,5103,1794,1770,19275,18796,481738,460932,36562,35114,23762,22277,10960,10492,3491,3444
R,7,2022,21,4373863,2232475,2141388,1634556,1556543,330898,325505,33745,32360,131406,128463,6114,6053,95756,92464,1721579,1640640,379227,372601,56560,54342,166847,162238,13332,13094,1699055,1631691,1170570,1112588,303553,299827,18008,17487,126083,123482,4401,4229,76440,74078,1240149,1180159,342681,338222,33254,32244,156056,152063,9862,9571,533420,509697,463986,443955,27345,25678,15737,14873,5323,4981,1713,1824,19316,18386,481430,460481,36546,34379,23306,22098,10791,10175,3470,3523
R,7,2022,22,4375260,2231812,2143448,1632135,1554282,335005,330266,34182,32640,131450,129666,6247,5936,92793,90658,1716564,1636317,381775,376764,57158,54971,165008,162213,13247,12832,1705068,1640334,1173372,1116374,308276,304678,18474,17733,126204,124684,4496,4237,74246,72628,1241052,1182247,346237,342494,33903,32876,154680,152133,9870,9491,526744,503114,458763,437908,26729,25588,15708,14907,5246,4982,1751,1699,18547,18030,475512,454070,35538,34270,23255,22095,10328,10080,3377,3341
R,7,2022,23,4307091,2194668,2112423,1607641,1534763,326859,323145,33023,32129,130757,129032,6179,5752,90209,87602,1689503,1614044,371981,367671,55609,54304,163382,160277,13346,12490,1684238,1622175,1163002,1107927,300885,298234,18047,17566,125552,124083,4424,4121,72328,70244,1228773,1171606,337622,334629,33476,32800,153148,150319,9937,9302,510430,490248,444639,426836,25974,24911,14976,14563,5205,4949,1755,1631,17881,17358,460730,442438,34359,33042,22133,21504,10234,9958,3409,3188
R,7,2022,24,4299394,2188449,2110945,1599183,1528796,327668,324228,32878,32150,135566,134876,6174,5837,86980,85058,1677843,1605835,370877,366977,55145,53991,166809,165120,12953,12328,1685546,1628436,1160495,1108077,302499,299978,17830,17752,130520,129973,4506,4190,69696,68466,1223624,1170224,337685,334908,33031,32889,156961,155591,9768,9201,502903,482509,438688,420719,25169,24250,15048,14398,5046,4903,1668,1647,17284,16592,454219,435611,33192,32069,22114,21102,9848,9529,3185,3127
R,7,2022,25,4308973,2189416,2119557,1598387,1533994,326214,323907,32613,31541,141557,141221,6213,5775,84432,83119,1674772,1608881,367411,365134,54946,53662,172125,170861,12891,12350,1690480,1641042,1163283,1116386,301347,300250,17650,17350,136547,136392,4515,4188,67138,66476,1224158,1176319,334448,333689,32839,32602,162379,161466,9653,9266,498936,478515,435104,417608,24867,23657,14963,14191,5010,4829,1698,1587,17294,16643,450614,432562,32963,31445,22107,21060,9746,9395,3238,3084
R,7,2022,26,4338518,2205417,2133101,1610664,1542451,325689,324806,32585,31245,147425,147936,6352,6044,82702,80619,1685339,1615067,365366,364123,55116,53289,177477,177009,12958,12562,1709155,1656114,1177185,1125548,301206,301412,17769,17208,142543,143069,4602,4380,65850,64497,1236724,1183719,333135,333202,33147,32453,168036,167695,9744,9508,496262,476987,433479,416903,24483,23394,14816,14037,4882,4867,1750,1664,16852,16122,448615,431348,32231,30921,21969,20836,9441,9314,3214,3054
R,7,2022,27,4415055,2242033,2173022,1630296,1564106,341067,339023,32887,31886,150526,152559,6485,6379,80772,79069,1702670,1634789,379215,377415,55728,54039,179946,181011,13303,13006,1742957,1693248,1194015,1144895,316159,315015,18193,17649,145496,147745,4739,4662,64355,63282,1251654,1201511,346765,345988,34057,33206,170562,171848,10044,9882,499076,479774,436281,419211,24908,24008,14694,14237,5030,4814,1746,1717,16417,15787,451016,433278,32450,31427,21671,20833,9384,9163,3259,3124
R,7,2022,28,4507907,2289027,2218880,1656959,1588092,357690,354995,33434,32752,155946,158399,6527,6543,78471,78099,1726893,1657615,393841,392138,56372,55570,184890,186507,13454,13227,1784319,1735583,1214923,1165753,332381,330648,18814,18345,151074,153526,4807,4834,62320,62477,1270430,1221357,361234,360601,34772,34460,175651,177377,10218,10068,504708,483297,442036,422339,25309,24347,14620,14407,4872,4873,1720,1709,16151,15622,456463,436258,32607,31537,21600,21110,9239,9130,3236,3159
R,7,2022,29,4580635,2324774,2255861,1678938,1610798,369296,364943,34803,33517,159658,164756,6791,6589,75288,75258,1745803,1677548,403218,399938,57411,56226,187737,192068,13513,13200,1816466,1772182,1233806,1187680,343434,340604,19520,19112,154856,159859,4961,4851,59889,60076,1286986,1240947,370383,368534,35299,35154,178905,183193,10291,10053,508308,483679,445132,423118,25862,24339,15283,14405,4802,4897,1830,1738,15399,15182,458817,436601,32835,31404,22112,21072,8832,8875,3222,3147
R,7,2022,30,4684114,2370298,2313816,1713886,1651389,374096,374497,36043,34147,165534,172294,7065,6749,73674,74740,1778892,1717190,405944,408252,58909,56743,193524,200465,13917,13599,1855454,1825404,1263550,1225149,347760,348800,20267,19699,160606,167208,5079,4995,58192,59553,1314831,1277586,372593,375518,36239,35678,184569,191264,10517,10328,514844,488412,450336,426240,26336,25697,15776,14448,4928,5086,1986,1754,15482,15187,464061,439604,33351,32734,22670,21065,8955,9201,3400,3271
R,7,2022,31,4752768,2399661,2353107,1736840,1678271,375857,380464,35862,33465,173144,180997,7704,7166,70254,72744,1797924,1741664,405557,413167,57700,55334,200999,209254,14749,14186,1888355,1873743,1291206,1261889,348762,353869,19962,19406,167887,175581,5602,5342,54936,57656,1338766,1311996,371537,379543,34992,34726,191715,199665,11159,10948,511306,479364,445634,416382,27095,26595,15900,14059,5257,5416,2102,1824,15318,15088,459158,429668,34020,33624,22708,20608,9284,9589,3590,3238
R,7,2022,32,4765119,2403483,2361636,1747298,1687792,370068,378831,35491,32752,177038,186082,7877,7265,65711,68914,1804610,1747956,397107,409126,55843,53892,203579,212811,14477,13881,1893586,1889566,1302193,1277695,343272,352164,19446,19082,171761,180841,5663,5438,51251,54346,1346684,1324960,363802,375632,33422,33794,194504,203746,10883,10717,509897,472070,445105,410097,26796,26667,16045,13670,5277,5241,2214,1827,14460,14568,457926,422996,33305,33494,22421,20098,9075,9065,3594,3164
R,7,2022,33,4630396,2337515,2292881,1706763,1640322,349339,361205,34310,31209,178064,188823,7700,6936,61339,64386,1760227,1696376,374118,389044,53721,50906,202799,214299,13860,13212,1845457,1841692,1277151,1248014,323629,335667,18515,18078,173030,183645,5684,5247,47448,51041,1318336,1292257,342050,357295,31625,31913,194244,205608,10614,10273,492058,451189,429612,392308,25710,25538,15795,13131,5034,5178,2016,1689,13891,13345,441891,404119,32068,31749,22096,18993,8555,8691,3246,2939
R,7,2022,34,4547725,2295326,2252399,1692242,1626244,329005,342354,33879,30724,174201,184972,7710,6867,58289,61238,1742847,1679622,351903,368599,52253,49597,198236,209262,13812,12918,1802070,1804926,1260190,1236727,304335,317386,17943,17473,169328,180088,5590,5196,44684,48056,1298787,1278510,321111,337341,30116,30551,189921,200944,10415,10070,493256,447473,432052,389517,24670,24968,15936,13251,4873,4884,2120,1671,13605,13182,444060,401112,30792,31258,22137,19046,8315,8318,3397,2848
R,7,2022,35,4495746,2273571,2222175,1689227,1612647,317292,331486,32882,29769,171702,182217,7589,6811,54879,59245,1736926,1664313,338808,356533,50581,48498,194165,205693,13244,12575,1784661,1778603,1259774,1225953,293372,307079,17350,16903,166820,177460,5449,5056,41896,46152,1295932,1266023,308959,325966,29107,29775,186106,197642,10005,9661,488910,443572,429453,386694,23920,24407,15532,12866,4882,4757,2140,1755,12983,13093,440994,398290,29849,30567,21474,18723,8059,8051,3239,2914
R,7,2022,36,4504254,2279432,2224822,1703441,1623189,310230,326271,32560,29624,172018,182326,7724,6890,53459,56522,1749835,1672160,330650,349706,50062,47953,193922,204781,13449,12605,1786044,1781427,1269816,1235909,286170,302015,16660,16584,167166,177666,5515,5215,40717,44038,1304945,1273865,300830,319664,28283,29355,185904,196887,10093,9822,493388,443395,433625,387280,24060,24256,15900,13040,4852,4660,2209,1675,12742,12484,444890,398295,29820,30042,21779,18598,8018,7894,3356,2783
R,7,2022,37,4499384,2273648,2225736,1705733,1627192,305683,323057,31796,29318,171344,183800,7611,6820,51481,55549,1750376,1675386,324981,345398,49020,47651,192464,206195,13208,12496,1781577,1782893,1272548,1240109,282278,298976,16187,16428,166543,179218,5387,5171,38634,42991,1305770,1277208,295824,315410,27454,29139,184535,198460,9831,9734,492071,442843,433185,387083,23405,24081,15609,12890,4801,4582,2224,1649,12847,12558,444606,398178,29157,29988,21566,18512,7929,7735,3377,2762
R,7,2022,38,4404545,2222171,2182374,1669822,1596252,293154,313746,31406,28845,170990,183176,7333,6669,49466,53686,1712659,1642757,311512,334741,48227,46934,191378,205096,12687,12311,1741112,1744817,1246021,1213198,270571,290507,15967,16026,166161,178783,5248,4983,37144,41320,1277948,1248801,283436,305817,27019,28513,183523,197474,9485,9498,481059,437557,423801,383054,22583,23239,15439,12819,4829,4393,2085,1686,12322,12366,434711,393956,28076,28924,21208,18421,7855,7622,3202,2813
R,7,2022,39,4468376,2252449,2215927,1698692,1624298,295669,318046,32011,29397,168879,183474,7409,6841,49789,53871,1741859,1670786,313951,339023,49042,47954,189290,205240,12821,12528,1764254,1769764,1268020,1234304,273057,293791,16138,16234,164133,178932,5328,5132,37578,41371,1300324,1269786,285880,309057,27526,29009,181507,197542,9637,9683,488195,446163,430672,389994,22612,24255,15873,13163,4746,4542,2081,1709,12211,12500,441535,401000,28071,29966,21516,18945,7783,7698,3184,2845
R,7,2022,40,4458551,2244872,2213679,1697347,1625611,293894,318006,31435,28692,166424,182203,7439,6737,48333,52430,1739188,1670777,311534,338681,48446,47028,185970,203069,12769,12262,1758349,1765262,1268196,1232640,271196,294157,15836,15576,161700,177521,5317,4979,36104,40389,1299169,1267230,283484,309283,27056,28322,178178,195329,9542,9423,486523,448417,429151,392971,22698,23849,15599,13116,4724,4682,2122,1758,12229,12041,440019,403547,28050,29398,21390,18706,7792,7740,3227,2839
R,7,2022,41,4392104,2209659,2182445,1677878,1607333,289265,314625,30458,28441,157447,174553,7188,6296,47423,51197,1718720,1651554,306574,334916,47296,46402,176602,194624,12453,11702,1733053,1741356,1257007,1220809,267399,291034,15202,15692,152722,170001,5112,4630,35611,39190,1287426,1254411,279497,305713,26424,28108,168988,187152,9288,9019,476606,441089,420871,386524,21866,23591,15256,12749,4725,4552,2076,1666,11812,12007,431294,397143,27077,29203,20872,18294,7614,7472,3165,2683
R,7,2022,42,4370601,2197196,2173405,1665253,1596041,293290,319807,30708,28231,154567,172370,7156,6493,46222,50463,1705147,1639475,310134,339768,47682,46252,172896,192093,12329,11906,1716581,1733221,1241251,1210081,271082,296295,15260,15576,149853,167873,4973,4860,34162,38536,1270466,1242961,282636,310692,26463,28122,165171,184617,9078,9215,480615,440184,424002,385960,22208,23512,15448,12655,4714,4497,2183,1633,12060,11927,434681,396514,27498,29076,21219,18130,7725,7476,3251,2691
R,7,2022,43,4190217,2100288,2089929,1595415,1536106,277228,306484,28822,26641,149100,167332,6392,5971,43331,47395,1632767,1576876,292926,324979,44623,43697,166326,185899,11262,10955,1651671,1670092,1198905,1168392,256597,283854,14637,14480,144829,163082,4509,4400,32194,35884,1226377,1199015,267369,296933,25076,26217,159405,178852,8376,8419,448617,419837,396510,367714,20631,22630,14185,12161,4271,4250,1883,1571,11137,11511,406390,377861,25557,28046,19547,17480,6921,7047,2886,2536
R,7,2022,44,4094785,2050573,2044212,1565574,1509699,266189,294793,27844,26446,143425,162150,6131,5623,41410,45501,1601118,1548640,280965,312364,43157,43202,160044,180033,10563,10347,1606976,1627555,1172355,1143687,246363,273086,14035,14378,139250,157825,4386,4175,30587,34404,1198290,1172854,256439,285477,24160,25949,153206,173030,7892,7992,443597,416657,393219,366012,19826,21707,13809,12068,4175,4325,1745,1448,10823,11097,402828,375786,24526,26887,18997,17253,6838,7003,2671,2355
R,7,2022,45,4041418,2018136,2023282,1542202,1494246,260609,291348,27717,26013,142020,162038,5986,5658,39602,43979,1576322,1531772,274628,308124,42676,42448,157672,179351,10336,10367,1583480,1609034,1156544,1129338,241572,269971,14210,14502,137719,157827,4227,4144,29208,33252,1181400,1157443,250973,281777,24236,25945,150837,172435,7649,7908,434656,414248,385658,364908,19037,21377,13507,11511,4301,4211,1759,1514,10394,10727,394922,374329,23655,26347,18440,16503,6835,6916,2687,2459
R,7,2022,46,3902059,1948616,1953443,1486939,1443730,249313,278539,26663,24903,142257,159935,5568,5344,37876,40992,1519563,1478624,262302,293970,41127,40490,157412,176164,9777,9666,1525671,1548119,1110944,1085830,231054,257887,13517,13604,138228,155774,4015,3926,27913,31098,1134709,1112037,239661,268758,23187,24527,151007,169539,7349,7416,422945,405324,375995,357900,18259,20652,13146,11299,4029,4161,1553,1418,9963,9894,384854,366587,22641,25212,17940,15963,6405,6625,2428,2250
R,7,2022,47,3942391,1966993,1975398,1505491,1464550,250222,280889,26274,24955,143839,160498,5693,5120,35474,39386,1535685,1498008,262324,295424,40145,40055,158015,176192,9683,9207,1550011,1574839,1133022,1109121,232941,261520,13385,13805,139880,156522,4145,3814,26638,30057,1155419,1134361,241259,271720,22845,24424,151994,170013,7370,7127,416982,400559,372469,355429,17281,19369,12889,11150,3959,3976,1548,1306,8836,9329,380266,363647,21065,23704,17300,15631,6021,6179,2313,2080
R,7,2022,48,3865398,1926493,1938905,1475670,1438558,243508,274787,25811,24285,142288,158401,5227,5039,33989,37835,1504599,1470516,254964,288692,39216,39006,155918,173429,9068,9060,1524856,1548867,1116010,1091508,227297,256213,13188,13559,138693,154658,3857,3752,25811,29177,1137741,1115860,235191,266162,22518,24119,150426,167618,6991,7022,401637,390038,359660,347050,16211,18574,12623,10726,3595,3743,1370,1287,8178,8658,366858,354656,19773,22530,16698,14887,5492,5811,2077,2038
R,7,2022,49,3915707,1949117,1966590,1492853,1459433,250116,281871,25392,24657,141807,158478,5214,4934,33735,37217,1521488,1490832,261152,295396,38873,39412,155428,173287,8985,8824,1555338,1581581,1139938,1116777,234282,263694,13256,13856,138229,154688,3881,3710,25752,28856,1161543,1140833,241887,273426,22723,24610,150053,167472,6959,6888,393779,385009,352915,342656,15834,18177,12136,10801,3578,3790,1333,1224,7983,8361,359945,349999,19265,21970,16150,14802,5375,5815,2026,1936
R,7,2022,50,4103259,2046175,2057084,1580609,1540627,259764,291560,25943,24712,140995,157924,5174,4935,33690,37326,1609084,1572080,270584,304751,39882,40020,154357,172540,8969,8924,1655025,1675587,1229750,1200604,244194,273743,13857,14163,137351,154309,3859,3686,26014,29082,1251453,1224818,251824,283227,23902,25417,148941,167039,6957,6968,391150,381497,350859,340023,15570,17817,12086,10549,3644,3615,1315,1249,7676,8244,357631,347262,18760,21524,15980,14603,5416,5501,2012,1956
