UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,8,2022,47,3938630,1965336,1973294,1503731,1462123,250077,280823,26298,24959,143960,160683,5661,5140,35609,39566,1534082,1495757,262273,295446,40164,40092,158200,176459,9632,9255,1547778,1572180,1130875,1106414,232720,261255,13379,13820,139996,156694,4116,3821,26692,30176,1153346,1131790,241063,271516,22842,24461,152139,170217,7319,7151,417558,401114,372856,355709,17357,19568,12919,11139,3964,3989,1545,1319,8917,9390,380736,363967,21210,23930,17322,15631,6061,6242,2313,2104
R,8,2022,48,3872781,1930135,1942646,1478241,1441350,244162,275330,25867,24338,142471,158646,5274,5042,34120,37940,1507286,1473419,255677,289292,39329,39091,156135,173705,9131,9055,1526831,1551249,1117163,1093133,227840,256713,13221,13562,138839,154867,3886,3759,25882,29215,1138962,1117531,235786,266682,22553,24120,150598,167851,7027,7021,403304,391397,361078,348217,16322,18617,12646,10776,3632,3779,1388,1283,8238,8725,368324,355888,19891,22610,16776,14971,5537,5854,2104,2034
R,8,2022,49,3908038,1945155,1962883,1489981,1456561,249024,280994,25358,24622,141838,158496,5199,4956,33755,37254,1518643,1487981,260105,294534,38784,39351,155494,173341,8976,8853,1551305,1577925,1137015,1113986,233173,262790,13213,13825,138277,154735,3861,3718,25766,28871,1158633,1138050,240807,272512,22642,24554,150116,167554,6952,6894,393850,384958,352966,342575,15851,18204,12145,10797,3561,3761,1338,1238,7989,8383,360010,349931,19298,22022,16142,14797,5378,5787,2024,1959
R,8,2022,50,4082201,2035193,2047008,1570230,1531227,258791,290486,25928,24687,141414,158369,5190,4930,33640,37309,1598663,1562678,269607,303694,39826,39922,154784,173010,8974,8912,1643701,1664965,1219111,1190763,243203,272607,13779,14109,137774,154732,3878,3681,25956,29073,1240767,1214971,250811,282121,23780,25291,149380,167485,6963,6964,391492,382043,351119,340464,15588,17879,12149,10578,3640,3637,1312,1249,7684,8236,357896,347707,18796,21573,16046,14631,5404,5525,2011,1948
R,8,2022,51,4324127,2160576,2163551,1686541,1637944,269438,302942,26362,25527,138371,154005,5234,5011,34630,38122,1715887,1670095,280436,316313,40994,41460,151924,168600,9224,9220,1770795,1784081,1336933,1300101,253893,285098,14448,14748,134695,150393,3893,3772,26933,29969,1359520,1325110,261629,294795,25149,26726,146471,163041,7172,7264,389781,379470,349608,337843,15545,17844,11914,10779,3676,3612,1341,1239,7697,8153,356367,344985,18807,21518,15845,14734,5453,5559,2052,1956
R,8,2022,52,4292913,2144303,2148610,1678493,1634652,265815,295555,26031,24866,135149,151723,5215,5073,33600,36741,1706886,1665384,276489,308319,40454,40633,147979,165783,9209,9249,1763636,1782896,1337329,1308746,250477,278518,14191,14721,131621,148112,3922,3874,26096,28925,1359112,1332692,258023,287859,24770,26584,142713,160213,7238,7344,380667,365714,341164,325906,15338,17037,11840,10145,3528,3611,1293,1199,7504,7816,347774,332692,18466,20460,15684,14049,5266,5570,1971,1905
R,8,2022,53,4121754,2054630,2067124,1616799,1582055,248606,278154,24728,23815,128374,144365,4859,4834,31264,33901,1643318,1610480,258116,289543,38580,38884,140276,157101,8474,8612,1695609,1720140,1294533,1272651,234275,262073,13840,14126,125119,140972,3680,3683,24162,26635,1314816,1294763,240791,270226,24029,25532,135437,152006,6656,6815,359021,346984,322266,309404,14331,16081,10888,9689,3255,3393,1179,1151,7102,7266,328502,315717,17325,19317,14551,13352,4839,5095,1818,1797
R,8,2022,54,4025638,2003484,2022154,1575326,1545310,247372,277730,24080,23230,122799,139056,4622,4655,29285,32173,1599950,1572042,256203,288499,37352,37723,133893,151038,8041,8489,1655306,1685311,1262892,1244558,233142,261996,13408,14041,119744,135920,3456,3536,22664,25260,1281689,1265272,239201,269690,23279,25093,129352,146295,6311,6742,348178,336843,312434,300752,14230,15734,10672,9189,3055,3136,1166,1119,6621,6913,318261,306770,17002,18809,14073,12630,4541,4743,1730,1747
R,8,2022,55,4029535,1997628,2031907,1582504,1566110,245168,278097,23373,23157,113702,128750,4692,4606,28189,31187,1606216,1592049,253541,288730,36491,37566,124138,139856,8043,8253,1663793,1705578,1282442,1274707,231726,262746,13407,14344,110722,125772,3553,3517,21943,24492,1300656,1294819,237465,270353,23249,25363,119773,135358,6397,6594,333835,326329,300062,291403,13442,15351,9966,8813,2980,2978,1139,1089,6246,6695,305560,297230,16076,18377,13242,12203,4365,4498,1646,1659
R,8,2022,56,4076192,2017177,2059015,1595615,1586187,251636,285459,23590,23340,113919,128711,4586,4589,27831,30729,1618724,1611674,259974,295641,36859,37958,124000,139620,7998,8221,1688986,1738474,1300958,1299999,238037,270470,13695,14631,111069,125672,3521,3585,21706,24117,1318701,1319758,243727,277711,23842,25898,119761,135035,6401,6618,328191,320541,294657,286188,13599,14989,9895,8709,2850,3039,1065,1004,6125,6612,300023,291916,16247,17930,13017,12060,4239,4585,1597,1603
R,8,2022,57,4230688,2083702,2146986,1655491,1663349,257671,294132,24090,24187,113577,129045,4720,4729,28153,31544,1678991,1689433,265834,304478,37763,39475,123724,139995,8177,8485,1760645,1828511,1365360,1378952,244400,279187,14438,15608,110726,126063,3686,3730,22035,24971,1383490,1399335,250021,286625,24834,27575,119547,135505,6586,6889,323057,318475,290131,284397,13271,14945,9652,8579,2851,2982,1034,999,6118,6573,295501,290098,15813,17853,12929,11900,4177,4490,1591,1596
R,8,2022,58,4337138,2131453,2205685,1704324,1720291,256735,294024,23961,24336,113839,130975,4462,4634,28132,31425,1727727,1746249,264684,303831,38039,40075,123852,141895,7939,8379,1822644,1895827,1427175,1443586,243836,279403,14666,15838,111161,128206,3493,3655,22313,25139,1445512,1464062,249377,286467,25643,28402,119872,137684,6420,6831,308809,309858,277149,276705,12899,14621,9295,8498,2678,2769,969,979,5819,6286,282215,282187,15307,17364,12396,11673,3980,4211,1519,1548
R,8,2022,59,4340684,2127824,2212860,1705593,1732879,251947,289386,23545,23880,114760,131074,4263,4513,27716,31128,1728707,1758494,259558,299165,37490,39626,124635,141653,7589,8198,1833901,1915013,1441663,1466937,239777,275604,14691,15692,112141,128273,3356,3590,22273,24917,1460046,1487178,245112,282660,25737,28286,120812,137420,6214,6704,293923,297847,263930,265942,12170,13782,8854,8188,2619,2801,907,923,5443,6211,268661,271316,14446,16505,11753,11340,3823,4233,1375,1494
R,8,2022,60,4347687,2127088,2220599,1717528,1752588,248236,287218,22993,23807,106591,121791,4382,4490,27358,30705,1740439,1777793,255548,296839,36824,39649,116335,132142,7759,8143,1844008,1933575,1463060,1496024,236628,274292,14545,15800,104156,119121,3523,3583,22096,24755,1481383,1516116,241754,281257,25612,28603,112699,128108,6409,6657,283080,287024,254468,256564,11608,12926,8448,8007,2435,2670,859,907,5262,5950,259056,261677,13794,15582,11212,11046,3636,4034,1350,1486
R,8,2022,61,4335451,2115483,2219968,1718637,1760874,242734,283495,22259,23515,100812,117983,4135,4212,26906,29889,1741084,1785389,249864,292602,36163,39281,110329,127972,7382,7778,1849383,1947028,1479650,1516813,231837,271018,14301,16115,98450,115428,3329,3395,21816,24259,1497636,1536474,236882,277706,25479,28956,106807,124102,6091,6405,266100,272940,238987,244061,10897,12477,7958,7400,2362,2555,806,817,5090,5630,243448,248915,12982,14896,10684,10325,3522,3870,1291,1373
R,8,2022,62,4268689,2078902,2189787,1681368,1729333,241790,282265,21988,23173,103222,121561,4132,4173,26402,29282,1703488,1753248,248719,291366,35675,38605,112522,131286,7292,7645,1819014,1922888,1447987,1490687,231065,270101,14194,15918,100924,119044,3331,3376,21513,23762,1465829,1509841,235986,276799,25254,28498,109144,127466,6014,6320,259888,266899,233381,238646,10725,12164,7794,7255,2298,2517,801,797,4889,5520,237659,243407,12733,14567,10421,10107,3378,3820,1278,1325
R,8,2022,63,4174369,2023916,2150453,1646947,1708477,230847,273114,20497,21967,96853,115342,3845,3860,24927,27693,1667753,1731281,237262,281406,33639,36998,105628,124329,6740,7011,1786646,1902248,1433754,1486436,221013,261724,13515,15173,94749,113026,3132,3168,20483,22721,1450729,1504955,225614,267849,24263,27594,102494,120901,5598,5874,237270,248205,213193,222041,9834,11390,6982,6794,2104,2316,713,692,4444,4972,217024,226326,11648,13557,9376,9404,3134,3428,1142,1137
R,8,2022,64,4122185,1991737,2130448,1627161,1700557,220803,262885,19386,21233,96762,115319,3625,3769,24000,26685,1647139,1722390,227013,270931,32193,35830,105081,123959,6405,6756,1770798,1894920,1428876,1489703,211390,252034,13000,14935,94798,113230,2960,3086,19774,21932,1445187,1507470,215845,258005,23566,27007,102186,120770,5324,5653,220939,235528,198285,210854,9413,10851,6386,6298,1964,2089,665,683,4226,4753,201952,214920,11168,12926,8627,8823,2895,3189,1081,1103
R,8,2022,65,4052057,1948986,2103071,1597542,1682513,212738,258953,19105,20518,93016,111684,3493,3583,23092,25820,1616744,1703727,218759,266668,31663,35124,100831,119578,6146,6529,1738127,1875493,1408285,1478628,203898,248482,12724,14489,91177,109711,2891,2930,19152,21253,1424057,1495883,208283,254188,23135,26687,98172,116583,5188,5443,210859,227578,189257,203885,8840,10471,6381,6029,1839,1973,602,653,3940,4567,192687,207844,10476,12480,8528,8437,2659,2995,958,1086
R,8,2022,66,3875274,1852268,2023006,1519927,1617946,199261,246921,17805,19660,90326,110281,3185,3437,21764,24761,1538099,1638233,204843,254291,29645,33680,97608,117964,5722,6202,1655143,1806715,1343110,1424225,190937,236975,11884,14040,88578,108236,2620,2882,18014,20357,1358013,1440725,194937,242388,21692,25758,95060,114921,4811,5238,197125,216291,176817,193721,8324,9946,5921,5620,1748,2045,565,555,3750,4404,180086,197508,9906,11903,7953,7922,2548,3043,911,964
R,8,2022,67,3768735,1792906,1975829,1476230,1586228,188369,235428,16916,18503,87626,108957,3017,3357,20748,23356,1493402,1605275,193703,242410,28395,31601,94527,116268,5458,6034,1606280,1768284,1308268,1399532,180536,226272,11563,13310,86003,107104,2520,2786,17390,19280,1322535,1415029,184442,231446,21228,24271,92189,113532,4639,5098,186626,207545,167962,186696,7833,9156,5353,5193,1623,1853,497,571,3358,4076,170867,190246,9261,10964,7167,7330,2338,2736,819,936
R,8,2022,68,3632881,1718322,1914559,1424183,1545613,174089,223340,15505,17423,82695,103207,2776,3137,19074,21839,1440123,1563395,178913,229789,26303,29988,88879,109787,4876,5674,1548666,1721843,1271219,1371936,166877,214998,10822,12681,81319,101472,2333,2600,16096,18156,1284560,1386528,170408,219802,20032,23293,86854,107275,4187,4811,169656,192716,152964,173677,7212,8342,4683,4742,1376,1735,443,537,2978,3683,155563,176867,8505,9987,6271,6695,2025,2512,689,863
R,8,2022,69,3471282,1633500,1837782,1361538,1492409,158926,207863,14358,16147,78324,97912,2656,2868,17698,20583,1376295,1509261,163247,213811,24411,28048,84071,104186,4672,5234,1478036,1658203,1221340,1330291,152412,200033,10078,11847,76999,96382,2253,2407,14954,17243,1233722,1344231,155557,204528,18659,21974,82151,101913,4021,4476,155464,179579,140198,162118,6514,7830,4280,4300,1325,1530,403,461,2744,3340,142573,165030,7690,9283,5752,6074,1920,2273,651,758
R,8,2022,70,3341627,1566607,1775020,1312645,1446051,147693,197706,13135,15160,74350,94485,2488,2759,16296,18859,1326189,1461527,151725,203085,22511,26312,79537,100026,4420,4938,1422821,1607306,1182631,1294577,141760,190333,9351,11193,73116,93027,2131,2326,13832,15850,1194030,1307424,144752,194404,17377,20755,77787,97906,3822,4210,143786,167714,130014,151474,5933,7373,3784,3967,1234,1458,357,433,2464,3009,132159,154103,6973,8681,5134,5557,1750,2120,598,728
R,8,2022,71,3168780,1475179,1693601,1236472,1378136,140406,191513,12501,14333,68248,89286,2216,2493,15336,17840,1249214,1392715,144181,196754,21534,24985,72984,94371,4005,4537,1339679,1534488,1113730,1234479,134837,184562,9020,10533,67126,87855,1910,2103,13056,14956,1124486,1246528,137655,188543,16798,19665,71376,92301,3501,3878,135500,159113,122742,143657,5569,6951,3481,3800,1122,1431,306,390,2280,2884,124728,146187,6526,8211,4736,5320,1608,2070,504,659
R,8,2022,72,3007073,1393710,1613363,1162320,1308323,132698,181304,11947,13541,69781,90737,2234,2417,14730,17041,1174547,1322147,136358,186333,20647,23563,74318,95809,3950,4421,1267431,1461122,1048039,1170684,127433,174557,8727,10098,68748,89402,1884,2064,12600,14317,1058432,1182162,130207,178366,16221,18703,72818,93835,3423,3813,126279,152241,114281,137639,5265,6747,3220,3443,1033,1335,350,353,2130,2724,116115,139985,6151,7967,4426,4860,1500,1974,527,608
R,8,2022,73,2912447,1345164,1567283,1132353,1283974,121116,168500,11167,12676,64830,83777,2148,2356,13550,16000,1143630,1297099,124343,173119,19263,22309,68966,88264,3751,4164,1229263,1426680,1027222,1156486,116468,162460,8214,9509,63859,82624,1837,2009,11663,13592,1036869,1167533,118911,165996,15290,17915,67558,86574,3246,3596,115901,140603,105131,127488,4648,6040,2953,3167,971,1153,311,347,1887,2408,106761,129566,5432,7123,3973,4394,1408,1690,505,568
R,8,2022,74,2833638,1306981,1526657,1108659,1261688,112234,157819,10343,11936,61067,77755,1914,2175,12764,15284,1119299,1274310,115334,162085,18018,21158,64852,82055,3398,3914,1198196,1393316,1009874,1140687,107850,152224,7696,9009,60194,76618,1638,1860,10944,12918,1018915,1151230,110229,155469,14370,17002,63574,80395,2969,3388,108785,133341,98785,121001,4384,5595,2647,2927,873,1137,276,315,1820,2366,100384,123080,5105,6616,3648,4156,1278,1660,429,526
R,8,2022,75,2968572,1375696,1592876,1186720,1342345,106426,148928,10468,11565,57389,72846,1817,1932,12876,15260,1197556,1355076,109446,153177,18466,21013,60973,76935,3295,3579,1271783,1464539,1092113,1225518,102472,143644,7860,8874,56596,71761,1569,1656,11173,13086,1101476,1236332,104803,146953,14951,17164,59762,75386,2877,3128,103913,128337,94607,116827,3954,5284,2608,2691,793,1085,248,276,1703,2174,96080,118744,4643,6224,3515,3849,1211,1549,418,451
R,8,2022,76,2142885,975962,1166923,829573,967156,79691,116515,7756,9062,47630,60666,1589,1701,9723,11823,837740,976925,82001,119768,13536,15998,50540,64135,2774,3116,890848,1057031,752120,867304,76303,111756,5688,6812,46992,59766,1383,1471,8362,9922,759119,875419,78029,114189,10752,12754,49598,62808,2429,2729,85114,109892,77453,99852,3388,4759,2068,2250,638,900,206,230,1361,1901,78621,101506,3972,5579,2784,3244,942,1327,345,387
R,8,2022,77,1981139,892221,1088918,757759,902168,73682,109939,7037,8438,43453,55872,1345,1568,8945,10933,765257,911211,75790,112941,12362,14881,46094,59048,2496,2877,815051,988303,687449,810428,70725,105800,5226,6389,42818,55061,1155,1350,7678,9275,693828,818034,72315,108069,9873,11981,45179,57852,2182,2507,77170,100615,70310,91740,2957,4139,1811,2049,635,811,190,218,1267,1658,71429,93177,3475,4872,2489,2900,915,1196,314,370
R,8,2022,78,1907479,852578,1054901,729106,881771,67286,101910,6489,7801,40308,51578,1220,1393,8169,10448,735977,890420,69144,104851,11393,14060,42707,54482,2256,2660,783743,961747,666275,796705,64553,98232,4892,5914,39823,50799,1073,1205,7127,8892,672230,804009,65998,100488,9261,11370,41978,53361,2007,2333,68835,93154,62831,85066,2733,3678,1597,1887,485,779,147,188,1042,1556,63747,86411,3146,4363,2132,2690,729,1121,249,327
R,8,2022,79,1912693,848487,1064206,734123,900710,62889,98560,5963,7375,36776,46360,1076,1237,7660,9964,740613,909028,64615,101269,10694,13450,38871,49037,2026,2394,785078,975850,676130,820180,60410,94868,4615,5599,36281,45687,953,1063,6689,8453,681799,827195,61733,96886,8854,10916,38138,48024,1792,2095,63409,88356,57993,80530,2479,3692,1348,1776,495,673,123,174,971,1511,58814,81833,2882,4383,1840,2534,733,1013,234,299
R,8,2022,80,1625206,712392,912814,611300,766116,54173,86236,5241,6447,34002,44363,911,1139,6765,8513,616957,773202,55739,88531,9391,11620,35942,46703,1712,2092,656741,834567,560375,694447,52003,83190,4065,4901,33597,43758,795,957,5906,7314,565292,700484,53226,84955,7756,9453,35336,45832,1506,1816,55651,78247,50925,71669,2170,3046,1176,1546,405,605,116,182,859,1199,51665,72718,2513,3576,1635,2167,606,871,206,276
R,8,2022,81,1433409,619766,813643,530296,680789,47489,78549,4688,5787,30534,39781,842,973,5917,7764,535286,687240,48814,80640,8270,10488,32279,41968,1560,1883,569593,742169,484362,615232,45552,75762,3630,4482,30165,39232,747,826,5137,6635,488674,620718,46555,77364,6812,8595,31719,41147,1385,1630,50173,71474,45934,65557,1937,2787,1058,1305,369,549,95,147,780,1129,46612,66522,2259,3276,1458,1893,560,821,175,253
R,8,2022,82,1289535,549070,740465,466979,616881,43023,72840,4252,5361,28611,37306,785,971,5420,7106,471516,622785,44261,74797,7458,9595,30287,39295,1444,1808,502902,673363,424730,555466,41258,70131,3257,4120,28239,36791,679,798,4739,6057,428691,560455,42213,71625,6097,7809,29750,38545,1274,1537,46168,67102,42249,61415,1765,2709,995,1241,372,515,106,173,681,1049,42825,62330,2048,3172,1361,1786,537,750,170,271
R,8,2022,83,1169512,492681,676831,421188,567723,37318,64214,3579,4729,25303,32927,625,874,4668,6364,425139,573016,38388,65914,6342,8509,26701,34740,1197,1657,451475,615861,383442,511802,35686,61766,2741,3642,25005,32461,539,752,4062,5438,386856,516319,36507,63045,5188,6953,26259,34053,1061,1430,41206,60970,37746,55921,1632,2448,838,1087,298,466,86,122,606,926,38283,56697,1881,2869,1154,1556,442,687,136,227
R,8,2022,84,1072736,444033,628703,380156,528107,32925,59172,3235,4465,22852,30475,596,785,4269,5699,383753,532852,33897,60730,5783,7781,24136,32122,1088,1463,407149,572597,346271,476734,31545,56878,2532,3446,22574,30067,508,640,3719,4832,349392,480729,32286,58063,4797,6338,23729,31506,939,1229,36884,56106,33885,51373,1380,2294,703,1019,278,408,88,145,550,867,34361,52123,1611,2667,986,1443,407,616,149,234
R,8,2022,85,936528,380951,555577,325527,465981,28391,52397,2769,3838,20046,27481,516,699,3702,5181,328698,470311,29236,53802,4941,6833,21192,28986,935,1333,348654,505556,295869,420086,27141,50409,2147,2945,19813,27080,446,586,3238,4450,298631,423775,27785,51492,4091,5578,20845,28417,819,1150,32297,50021,29658,45895,1250,1988,622,893,233,401,70,113,464,731,30067,46536,1451,2310,850,1255,347,569,116,183
R,8,2022,86,838204,335092,503112,286229,421827,25145,47947,2432,3461,17601,24701,438,593,3247,4583,288957,425631,25882,49221,4294,6159,18628,26009,848,1102,306467,458124,259881,380464,24037,46203,1905,2664,17405,24373,383,507,2856,3913,262277,383690,24603,47182,3570,5012,18338,25526,747,960,28625,44988,26348,41363,1108,1744,527,797,196,328,55,86,391,670,26680,41941,1279,2039,724,1147,290,483,101,142
R,8,2022,87,749612,292544,457068,250447,384301,21449,42777,2102,3097,15355,22186,388,529,2803,4178,252807,387748,22092,43893,3702,5510,16230,23425,762,1030,267516,416158,227334,346675,20541,41197,1650,2359,15174,21882,343,442,2474,3603,229410,349627,21053,42066,3091,4494,15957,22975,680,880,25028,40910,23113,37626,908,1580,452,738,181,304,45,87,329,575,23397,38121,1039,1827,611,1016,273,450,82,150
R,8,2022,88,629047,240633,388414,205787,326483,17487,36256,1672,2521,12978,19128,355,459,2354,3567,207790,329479,18024,37233,2987,4539,13745,20224,649,882,220177,354266,186884,295024,16776,34951,1296,1923,12837,18872,307,401,2077,3095,188652,297616,17197,35712,2476,3706,13523,19848,568,775,20456,34148,18903,31459,711,1305,376,598,141,256,48,58,277,472,19138,31863,827,1521,511,833,222,376,81,107
R,8,2022,89,554841,206985,347856,177472,292727,14612,31671,1453,2240,11178,17709,286,389,1984,3120,179153,295312,15063,32507,2550,4020,11845,18637,524,801,190044,318213,161824,265342,13991,30555,1153,1753,11059,17500,252,340,1765,2723,163315,267585,14353,31222,2141,3339,11665,18333,466,712,16941,29643,15648,27385,621,1116,300,487,119,209,34,49,219,397,15838,27727,710,1285,409,681,180,304,58,89
R,8,2022,90,485308,175244,310064,150934,262418,11821,27173,1176,1941,9381,15391,244,338,1688,2803,152368,264759,12216,27951,2104,3535,9938,16191,470,691,160763,283883,137480,238217,11350,26207,917,1508,9278,15210,216,299,1522,2442,138771,240244,11681,26841,1754,2924,9794,15924,423,606,14481,26181,13454,24201,471,966,259,433,103,181,28,39,166,361,13597,24515,535,1110,350,611,144,267,47,85
R,8,2022,91,414541,145351,269190,125805,229132,9275,22484,939,1617,7739,13337,200,282,1393,2338,126987,231075,9594,23144,1708,2946,8212,14020,382,571,133242,246813,114541,208416,8894,21685,726,1237,7669,13196,179,246,1233,2033,115588,210095,9148,22210,1413,2417,8095,13802,338,508,12109,22377,11264,20716,381,799,213,380,70,141,21,36,160,305,11399,20980,446,934,295,529,117,218,44,63
R,8,2022,92,351653,118701,232952,102222,197567,7675,19603,823,1410,6650,12053,172,262,1159,2057,103200,199284,7943,20164,1470,2583,7029,12655,325,519,108785,213637,92995,179629,7350,18947,644,1100,6599,11932,157,228,1040,1801,93873,181126,7572,19384,1227,2154,6946,12470,296,456,9916,19315,9227,17938,325,656,179,310,51,121,15,34,119,256,9327,18158,371,780,243,429,83,185,29,63
R,8,2022,93,280079,90593,189486,78151,161084,5642,15726,622,1056,5129,9698,127,223,922,1699,78919,162482,5862,16222,1155,2026,5419,10180,248,442,83172,174365,71271,147070,5397,15186,493,821,5081,9601,115,198,815,1489,71949,148288,5577,15590,973,1686,5337,10030,220,393,7421,15121,6880,14014,245,540,129,235,48,97,12,25,107,210,6970,14194,285,632,182,340,82,150,28,49
R,8,2022,94,227691,70189,157502,60529,134070,4284,12798,482,916,4077,8103,84,167,733,1448,61145,135270,4450,13205,884,1738,4320,8521,188,366,64633,145438,55354,122940,4107,12354,388,713,4050,8017,74,145,660,1269,55909,123984,4249,12679,753,1450,4274,8391,165,319,5556,12064,5175,11130,177,444,94,203,27,86,10,22,73,179,5236,11286,201,526,131,288,46,130,23,47
R,8,2022,95,177620,52262,125358,44827,106599,3208,10158,351,749,3237,6576,65,130,574,1146,45311,107557,3351,10472,667,1409,3423,6901,138,275,48330,116270,41144,98206,3097,9816,295,597,3216,6512,58,114,520,1025,41581,99061,3219,10077,584,1198,3386,6806,123,244,3932,9088,3683,8393,111,342,56,152,21,64,7,16,54,121,3730,8496,132,395,83,211,37,95,15,31
R,8,2022,96,133235,37362,95873,31859,81240,2347,7835,258,562,2423,5217,48,115,427,904,32216,81991,2459,8100,498,1071,2558,5466,106,232,34518,88973,29223,74847,2257,7592,210,452,2405,5171,43,102,380,809,29541,75520,2345,7813,426,916,2526,5395,93,206,2844,6900,2636,6393,90,243,48,110,18,46,5,13,47,95,2675,6471,114,287,72,155,32,71,13,26
R,8,2022,97,99251,26256,72995,22196,61655,1636,5898,193,429,1884,4177,30,91,317,745,22460,62269,1712,6137,367,854,1990,4368,77,178,24362,67964,20439,57005,1579,5710,159,351,1871,4141,27,83,287,674,20680,57561,1641,5917,318,745,1968,4310,67,158,1894,5031,1757,4650,57,188,34,78,13,36,3,8,30,71,1780,4708,71,220,49,109,22,58,10,20
R,8,2022,98,70622,17789,52833,14889,44610,1113,4191,128,321,1411,3142,27,62,221,507,15072,45029,1176,4345,251,609,1484,3287,54,130,16510,49424,13701,41457,1073,4066,107,266,1403,3119,24,56,202,460,13869,41837,1127,4198,221,532,1472,3249,46,117,1279,3409,1188,3153,40,125,21,55,8,23,3,6,19,47,1203,3192,49,147,30,77,12,38,8,13
R,8,2022,99,48728,11876,36852,9810,30869,749,2994,98,218,1032,2334,15,44,172,393,9949,31187,798,3117,186,446,1096,2437,43,103,11026,34535,9027,28718,720,2910,83,184,1024,2321,13,40,159,362,9157,29010,764,3019,164,396,1085,2417,38,93,850,2317,783,2151,29,84,15,34,8,13,2,4,13,31,792,2177,34,98,22,50,11,20,5,10
R,8,2022,100,80626,16852,63774,13304,51849,1106,5494,147,440,1973,5096,32,103,290,792,13539,52479,1197,5772,299,874,2073,5312,79,220,15794,60140,12337,48514,1072,5356,130,389,1962,5069,29,95,264,717,12553,49083,1151,5599,269,788,2053,5262,70,200,1058,3634,967,3335,34,138,17,51,11,27,3,8,26,75,986,3396,46,173,30,86,20,50,9,20
R,9,2022,999,333598844,165120499,168478345,125455334,126273705,21860104,23604890,2235163,2191017,10097039,10890230,449343,435916,5023516,5082587,129946976,130794696,24176137,25992233,3650550,3663284,11972496,12751879,881856,870311,132614127,136716209,97165068,98678076,20197841,21900298,1196812,1229307,9752596,10547647,322738,317257,3979072,4043624,100722716,102272880,22015736,23783911,2186807,2280445,11340414,12122883,660634,658255,32506372,31762136,28290266,27595629,1662263,1704592,1038351,961710,344443,342583,126605,118659,1044444,1038963,29224260,28521816,2160401,2208322,1463743,1382839,632082,628996,221222,212056
R,9,2022,0,3664329,1872428,1791901,1292132,1232676,303269,295167,34202,32764,107831,101890,7383,7002,127611,122402,1409498,1345224,373909,363068,58035,55696,154951,146924,16142,15323,1359649,1297219,877916,832709,264151,257227,12407,11803,99911,94427,4102,3949,101162,97104,971490,922501,320990,311904,27417,26276,138796,131627,10440,9984,512779,494682,414216,399967,39118,37940,21795,20961,7920,7463,3281,3053,26449,25298,438008,422723,52919,51164,30618,29420,16155,15297,5702,5339
R,9,2022,1,3612533,1847123,1765410,1269387,1208935,302318,293541,33862,32622,108843,102915,7163,6687,125550,120710,1384847,1319918,371761,360432,57286,55211,155271,147419,15772,14888,1347364,1282982,865915,819294,264212,256555,12361,11877,101169,95534,4129,3906,99578,95816,958014,907885,320083,310420,27116,26135,139545,132354,10366,9865,499759,482428,403472,389641,38106,36986,21501,20745,7674,7381,3034,2781,25972,24894,426833,412033,51678,50012,30170,29076,15726,15065,5406,5023
R,9,2022,2,3708592,1895942,1812650,1309943,1249440,303166,293939,35299,33793,115448,109004,7060,6673,125026,119801,1424938,1359615,372420,360410,58479,56085,161703,153183,15615,14798,1394126,1330683,902195,857608,266904,258981,13496,13005,107656,101601,4308,4003,99567,95485,994273,945888,322809,312695,28205,27170,146037,138306,10567,9961,501816,481967,407748,391832,36262,34958,21803,20788,7792,7403,2752,2670,25459,24316,430665,413727,49611,47715,30274,28915,15666,14877,5048,4837
R,9,2022,3,3783321,1932128,1851193,1339724,1280031,304680,297327,36162,34738,119225,112488,7362,6920,124975,119689,1454583,1390035,373730,363658,59375,57094,165633,156658,15952,15046,1425252,1361383,927200,880738,268574,262374,14171,13754,111201,104907,4522,4262,99584,95348,1019191,968822,324256,315924,28954,27986,149806,141602,10855,10248,506876,489810,412524,399293,36106,34953,21991,20984,8024,7581,2840,2658,25391,24341,435392,421213,49474,47734,30421,29108,15827,15056,5097,4798
