UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2023,1,3680867,1880488,1800379,1295365,1235908,304163,296327,34504,33101,111168,105261,7468,7082,127820,122700,1412907,1348709,374824,364274,58372,56091,158462,150526,16238,15424,1363342,1301404,877534,832478,264794,258159,12393,11780,103202,97721,4182,4004,101237,97262,971159,922396,321564,312799,27379,26243,142256,135146,10532,10056,517146,498975,417831,403430,39369,38168,22111,21321,7966,7540,3286,3078,26583,25438,441748,426313,53260,51475,30993,29848,16206,15380,5706,5368
R,10,2023,2,3644450,1862873,1781577,1278511,1218306,304035,295405,34285,33067,112269,106368,7294,6824,126479,121607,1394813,1330104,373899,362684,57883,55827,159136,151309,15968,15085,1356318,1292440,869745,823346,265353,257925,12335,11859,104509,98902,4180,3984,100196,96424,962396,912483,321461,312020,27149,26175,143262,136095,10461,9984,506555,489137,408766,394960,38682,37480,21950,21208,7760,7466,3114,2840,26283,25183,432417,417621,52438,50664,30734,29652,15874,15214,5507,5101
R,10,2023,3,3719756,1901438,1818318,1310197,1249598,305125,296010,35619,34090,117900,111582,7094,6727,125503,120311,1425621,1360231,374564,362688,58893,56487,164410,156016,15675,14885,1393749,1330629,897924,853317,268346,260573,13371,12890,110019,104086,4329,4028,99760,95735,990170,941819,324259,314343,28071,27059,148605,140994,10597,10002,507689,487689,412273,396281,36779,35437,22248,21200,7881,7496,2765,2699,25743,24576,435451,418412,50305,48345,30822,29428,15805,15022,5078,4883
R,10,2023,4,3800179,1940722,1859457,1343324,1283445,306121,298938,36573,35035,121894,114991,7428,6966,125382,120082,1458538,1393794,375286,365404,59854,57474,168573,159391,16055,15120,1429844,1365542,927803,880964,269764,263742,14101,13718,113820,107325,4583,4296,99773,95497,1019948,969164,325417,317276,28874,27936,152672,144217,10945,10299,510878,493915,415521,402481,36357,35196,22472,21317,8074,7666,2845,2670,25609,24585,438590,424630,49869,48128,30980,29538,15901,15174,5110,4821
R,10,2023,5,3866019,1975137,1890882,1368197,1305916,309674,302640,37382,35542,125308,118113,7481,7030,127095,121641,1484986,1417685,379704,369896,61053,58320,172610,163094,16211,15302,1456721,1391291,945425,897948,273641,267805,14283,13798,117327,110473,4669,4370,101376,96897,1039044,987414,330145,322047,29328,28268,156809,147967,11115,10471,518416,499591,422772,407968,36033,34835,23099,21744,7981,7640,2812,2660,25719,24744,445942,430271,49559,47849,31725,30052,15801,15127,5096,4831
R,10,2023,6,3949825,2021457,1928368,1402545,1334468,313763,305518,36905,35123,131943,123558,7609,7187,128692,122514,1520759,1447047,383906,372956,61003,58226,180394,168962,16600,15598,1493969,1420624,968033,916525,278715,271469,15253,14418,124157,116060,4913,4545,102898,97607,1062975,1006630,335371,325863,30712,29147,164742,153900,11623,10750,527488,507744,434512,417943,35048,34049,21652,20705,7786,7498,2696,2642,25794,24907,457784,440417,48535,47093,30291,29079,15652,15062,4977,4848
R,10,2023,7,4067477,2078573,1988904,1457379,1388859,314892,308243,36443,35208,132209,124745,7564,7244,130086,124605,1576917,1503408,385285,376136,61223,59004,181250,171212,16681,15865,1536592,1467933,1008006,956887,279907,274317,15791,15354,124272,117313,4824,4612,103792,99450,1103820,1048750,336672,329121,31699,30649,165255,156127,11602,10999,541981,520971,449373,431972,34985,33926,20652,19854,7937,7432,2740,2632,26294,25155,473097,454658,48613,47015,29524,28355,15995,15085,5079,4866
R,10,2023,8,4106286,2098123,2008163,1473963,1405627,319305,311690,35676,34817,131896,124356,7457,7303,129826,124370,1593299,1519949,389465,379471,60587,58642,180692,170663,16558,15908,1554628,1482947,1021265,968906,284378,277632,16247,15440,124200,116994,4761,4643,103777,99332,1117078,1060640,340993,332388,32356,30749,165078,155723,11556,11060,543495,525216,452698,436721,34927,34058,19429,19377,7696,7362,2696,2660,26049,25038,476221,459309,48472,47083,28231,27893,15614,14940,5002,4848
R,10,2023,9,4114567,2105352,2009215,1481000,1407078,320694,312429,36039,34901,131471,124375,7238,7006,128910,123426,1599493,1520526,390082,379727,60926,58703,180045,170127,16390,15598,1564616,1489654,1030828,974913,285358,278182,16526,15924,124113,117417,4702,4564,103089,98654,1126028,1066008,341318,332587,32672,31318,164839,155676,11522,10982,540736,519561,450172,432165,35336,34247,19513,18977,7358,6958,2536,2442,25821,24772,473465,454518,48764,47140,28254,27385,15206,14451,4868,4616
R,10,2023,10,4077943,2084872,1993071,1465929,1397436,319117,310725,36051,34492,129938,122605,7084,6820,126753,120993,1582350,1508481,386971,376422,60627,58069,177973,167680,16241,15404,1550675,1478166,1020588,967994,284484,277377,16681,15985,122890,115745,4647,4398,101385,96667,1114144,1057125,339219,330458,32647,31298,163168,153403,11441,10712,534197,514905,445341,429442,34633,33348,19370,18507,7048,6860,2437,2422,25368,24326,468206,451356,47752,45964,27980,26771,14805,14277,4800,4692
R,10,2023,11,4088730,2090976,1997754,1474546,1405096,319378,309337,36426,35369,128561,121593,6972,6733,125093,119626,1589384,1514903,386312,373932,61043,58981,175747,166180,16020,15305,1552381,1478084,1024311,970781,285354,276499,16771,16159,121591,114922,4537,4352,99817,95371,1116350,1058729,339224,328520,32755,31473,161100,152167,11245,10689,538595,519670,450235,434315,34024,32838,19655,19210,6970,6671,2435,2381,25276,24255,473034,456174,47088,45412,28288,27508,14647,14013,4775,4616
R,10,2023,12,4140871,2124437,2016434,1506856,1426084,323898,312603,35902,34560,124985,117528,6886,6599,125910,119060,1622496,1535344,391458,376722,60914,58419,172074,161820,15971,15158,1570843,1486872,1040521,980645,290481,280223,17128,16141,118136,111078,4447,4263,100130,94522,1132890,1067788,344755,331685,33329,31543,157404,147946,11157,10544,553594,529562,466335,445439,33417,32380,18774,18419,6849,6450,2439,2336,25780,24538,489606,467556,46703,45037,27585,26876,14670,13874,4814,4614
R,10,2023,13,4204960,2154534,2050426,1538335,1459078,326226,314238,35029,33548,122742,116960,6589,6407,125613,120195,1653929,1569547,393511,379131,60391,58039,169157,160948,15568,14923,1586625,1506590,1054809,996072,294531,283458,17253,16821,116207,110858,4404,4283,99421,95098,1146695,1083843,348342,335311,33549,32600,154824,147512,11026,10554,567909,543836,483526,463006,31695,30780,17776,16727,6535,6102,2185,2124,26192,25097,507234,485704,45169,43820,26842,25439,14333,13436,4542,4369
R,10,2023,14,4269158,2185192,2083966,1567546,1487530,331298,321469,35103,33742,121072,116027,6744,6550,123429,118648,1681062,1596575,397490,386042,60086,57482,166551,158992,15326,14885,1611014,1533886,1076888,1017932,299521,290414,17871,17204,114616,109940,4645,4414,97473,93982,1166908,1104672,352579,342232,33755,32423,152423,145807,10967,10535,574178,550080,490658,469598,31777,31055,17232,16538,6456,6087,2099,2136,25956,24666,514154,491903,44911,43810,26331,25059,14128,13185,4359,4350
R,10,2023,15,4449143,2279402,2169741,1638736,1551898,346896,336154,36438,34721,125968,120301,6798,6623,124566,120044,1753112,1662196,414002,401750,61357,58892,171439,163419,15749,14883,1680972,1600537,1125643,1064451,313930,304607,18409,17820,119412,114104,4635,4473,98943,95082,1216815,1152136,368082,357502,34437,33212,157398,150016,11277,10563,598430,569204,513093,487447,32966,31547,18029,16901,6556,6197,2163,2150,25623,24962,536297,510060,45920,44248,26920,25680,14041,13403,4472,4320
R,10,2023,16,4483051,2295807,2187244,1657672,1572668,347040,336279,37113,35751,125585,119268,6767,6754,121630,116524,1769390,1679525,412144,399438,62253,59699,169777,161079,15538,15093,1692218,1611348,1139030,1078555,314466,304703,18628,18232,119128,113159,4630,4534,96336,92165,1227868,1163372,366889,355559,34754,33464,155868,147964,11097,10664,603589,575896,518642,494113,32574,31576,18485,17519,6457,6109,2137,2220,25294,24359,541522,516153,45255,43879,27499,26235,13909,13115,4441,4429
R,10,2023,17,4415036,2260513,2154523,1639174,1554921,337710,327733,36674,34920,124245,119368,6681,6492,116029,111089,1745628,1656790,399003,387114,60996,58090,167006,159689,15054,14382,1672223,1592893,1132802,1071629,306654,297470,18335,17797,117852,113517,4587,4379,91993,88101,1217500,1152678,356007,345516,33879,32637,153696,147195,10791,10206,588290,561630,506372,483292,31056,30263,18339,17123,6393,5851,2094,2113,24036,22988,528128,504112,42996,41598,27117,25453,13310,12494,4263,4176
R,10,2023,18,4374400,2237274,2137126,1629520,1544654,328226,320058,36120,34765,126768,124698,6738,6675,109902,106276,1730260,1641870,385573,376022,59703,57434,167431,163690,14566,14286,1661873,1589248,1133211,1071790,297947,291196,18104,17710,120869,119095,4663,4682,87079,84775,1213327,1149559,344181,336632,33177,32332,154935,151930,10441,10374,575401,547878,496309,472864,30279,28862,18016,17055,5899,5603,2075,1993,22823,21501,516933,492311,41392,39390,26526,25102,12496,11760,4125,3912
R,10,2023,19,4369623,2233491,2136132,1631620,1548086,323630,316251,35475,33537,130185,129291,6649,6413,105932,102554,1728528,1641850,378047,369382,58536,55920,169976,167270,14469,13884,1671531,1600100,1145417,1084473,294628,288463,18010,17269,124314,123657,4678,4538,84484,81700,1222973,1159365,338525,331480,33059,31895,157938,155664,10577,10102,561960,536032,486203,463613,29002,27788,17465,16268,5871,5634,1971,1875,21448,20854,505555,482485,39522,37902,25477,24025,12038,11606,3892,3782
R,10,2023,20,4360119,2227866,2132253,1632564,1548756,320889,314992,34920,33088,131128,130263,6539,6301,101826,98853,1725622,1639069,372788,365696,57740,55246,169133,167078,14091,13545,1675141,1603482,1153991,1090269,292198,288063,17637,17059,125436,124827,4614,4496,81265,78768,1228520,1162468,334281,329051,32574,31626,157487,155788,10264,9984,552725,528771,478573,458487,28691,26929,17283,16029,5692,5436,1925,1805,20561,20085,497102,476601,38507,36645,25166,23620,11646,11290,3827,3561
R,10,2023,21,4352138,2222674,2129464,1627707,1546845,324693,319554,34911,32770,131437,128605,6378,6258,97548,95432,1716659,1633661,373999,368596,57501,55015,167652,163426,13729,13340,1676170,1607045,1153507,1092854,296569,292966,17864,17187,125878,123432,4554,4470,77798,76136,1224639,1162371,336579,332692,32652,31878,156392,152729,10151,9848,546504,522419,474200,453991,28124,26588,17047,15583,5559,5173,1824,1788,19750,19296,492020,471290,37420,35904,24849,23137,11260,10697,3578,3492
R,10,2023,22,4396022,2243127,2152895,1637784,1560861,330428,325085,34385,32772,137697,134464,6260,6116,96573,93597,1725551,1646094,379289,372845,57268,55023,173448,168615,13525,13186,1702669,1636536,1168700,1111708,302364,298889,17901,17424,132263,129362,4465,4309,76976,74844,1238791,1180067,341849,337701,33085,32279,162492,158252,9963,9684,540458,516359,469084,449153,28064,26196,16484,15348,5434,5102,1795,1807,19597,18753,486760,466027,37440,35144,24183,22744,10956,10363,3562,3502
R,10,2023,23,4428071,2257862,2170209,1643336,1565475,337741,334131,34879,33362,141397,139477,6333,6118,94176,91646,1729085,1648508,385070,380823,57936,55642,175871,172755,13395,13110,1720352,1656334,1175952,1118758,310316,307868,18363,17659,136036,134343,4612,4341,75073,73365,1244408,1185396,348545,345796,33701,32726,165246,162452,10014,9656,537510,513875,467384,446717,27425,26263,16516,15703,5361,5134,1721,1777,19103,18281,484677,463112,36525,35027,24235,22916,10625,10303,3381,3454
R,10,2023,24,4345503,2213323,2132180,1615505,1543210,328516,324634,33822,32806,138228,137089,6279,5895,90973,88546,1698118,1623232,374183,369882,56538,55016,171023,168761,13405,12682,1693695,1633442,1163391,1109407,302084,299204,18067,17711,132988,132147,4585,4213,72580,70760,1229440,1173461,339076,335935,33397,32843,160680,158778,10024,9391,519628,498738,452114,433803,26432,25430,15755,15095,5240,4942,1694,1682,18393,17786,468678,449771,35107,33947,23141,22173,10343,9983,3381,3291
R,10,2023,25,4351738,2212548,2139190,1611880,1543631,330345,327484,33650,32688,141462,142559,6288,5970,88923,86858,1692244,1622388,374674,371240,56248,54884,173460,173443,13289,12572,1699450,1645611,1165341,1113992,304329,302457,17926,17592,136220,137554,4564,4278,71070,69738,1229647,1177347,340259,338135,33241,32860,163336,163664,9989,9393,513098,493579,446539,429639,26016,25027,15724,15096,5242,5005,1724,1692,17853,17120,462597,445041,34415,33105,23007,22024,10124,9779,3300,3179
R,10,2023,26,4330367,2197671,2132696,1600472,1537098,326285,324852,32870,32109,146631,148886,6202,5901,85211,83850,1677622,1612783,367976,366323,55115,54221,177672,179033,12836,12385,1692173,1646048,1159784,1112724,301090,300649,17524,17454,141573,143961,4522,4303,67680,66957,1221179,1173185,334513,334127,32604,32665,167796,169540,9639,9312,505498,486648,440688,424374,25195,24203,15346,14655,5058,4925,1680,1598,17531,16893,456443,439598,33463,32196,22511,21556,9876,9493,3197,3073
R,10,2023,27,4362897,2213025,2149872,1611867,1547712,325446,326214,33143,31723,152326,156162,6425,6034,83818,82027,1687614,1621490,365602,366346,55781,53828,182873,185875,13125,12689,1709740,1665693,1173098,1124939,300514,302572,17665,17136,147289,151168,4672,4405,66502,65473,1233295,1183885,332634,335007,32924,32267,173255,176317,9864,9618,503285,484179,438769,422773,24932,23642,15478,14587,5037,4994,1753,1629,17316,16554,454319,437605,32968,31339,22857,21561,9618,9558,3261,3071
R,10,2023,28,4439217,2251720,2187497,1634552,1569911,339413,337839,33386,32280,155769,160875,6505,6479,82095,80113,1708254,1641723,378280,376845,56318,54460,185808,189707,13271,13176,1745299,1699170,1192346,1143724,314057,313270,18145,17655,150738,155880,4744,4757,65269,63884,1250910,1201058,345163,344559,33953,33062,176321,180309,10031,10006,506421,488327,442206,426187,25356,24569,15241,14625,5031,4995,1761,1722,16826,16229,457344,440665,33117,32286,22365,21398,9487,9398,3240,3170
R,10,2023,29,4494890,2278698,2216192,1645101,1581606,353574,351853,33396,32729,160420,164643,6470,6635,79737,78726,1716271,1651775,390582,389429,56552,55507,189668,193061,13447,13269,1772168,1729804,1202420,1157082,328023,327458,18334,17847,155395,159748,4763,4879,63233,62790,1258810,1213021,357492,357618,34354,33813,180305,183868,10211,10099,506530,486388,442681,424524,25551,24395,15062,14882,5025,4895,1707,1756,16504,15936,457461,438754,33090,31811,22198,21694,9363,9193,3236,3170
R,10,2023,30,4598209,2332231,2265978,1680711,1611953,368564,366167,34833,33812,165179,170996,6874,6643,76070,76407,1748346,1679762,403011,402010,57263,56653,193728,198652,13627,13287,1818352,1776240,1231053,1184151,342455,341351,19184,18958,160281,165997,5013,4913,60366,60870,1284733,1238172,369718,369893,34801,35058,184619,189564,10321,10103,513879,489738,449658,427802,26109,24816,15649,14854,4898,4999,1861,1730,15704,15537,463613,441590,33293,32117,22462,21595,9109,9088,3306,3184
R,10,2023,31,4682685,2371397,2311288,1710487,1645711,373627,372274,36349,34353,169333,177174,6958,6821,74643,74955,1776543,1711982,406126,406106,59351,57055,197615,205238,13725,13527,1851257,1817152,1255732,1213891,347006,346891,20163,19481,164418,172145,5040,5016,58898,59728,1307783,1266679,372319,373662,36160,35535,188675,196173,10388,10242,520140,494136,454755,431820,26621,25383,16186,14872,4915,5029,1918,1805,15745,15227,468760,445303,33807,32444,23191,21520,8940,9065,3337,3285
R,10,2023,32,4769991,2404520,2365471,1733384,1679926,377735,383742,36452,33866,177544,186409,7763,7128,71642,74400,1795809,1744730,408267,417231,58534,56026,205716,215403,14941,14319,1887651,1877660,1283243,1256455,350455,356637,20079,19475,172307,180965,5668,5304,55899,58824,1331788,1307561,373856,382795,35206,34900,196307,205699,11322,11025,516869,487811,450141,423471,27280,27105,16373,14391,5237,5444,2095,1824,15743,15576,464021,437169,34411,34436,23328,21126,9409,9704,3619,3294
R,10,2023,33,4806699,2423881,2382818,1756361,1699118,373728,381083,36128,33342,182320,191480,7847,7360,67497,70435,1815269,1760799,401573,412186,57041,54864,209608,218726,14610,14034,1905153,1900931,1304170,1280918,346327,353761,19556,19193,176991,186111,5665,5510,52444,55438,1349726,1329320,367305,377846,33806,34115,200369,209374,11011,10793,518728,481887,452191,418200,27401,27322,16572,14149,5329,5369,2182,1850,15053,14997,465543,431479,34268,34340,23235,20749,9239,9352,3599,3241
R,10,2023,34,4671462,2358076,2313386,1713922,1648469,356119,366953,34715,32069,182742,193449,7833,6942,62745,65504,1768717,1705446,381570,395505,54518,52107,208020,219241,14003,13338,1859722,1854741,1279270,1250036,329927,341019,18578,18431,177655,188247,5743,5264,48549,51744,1321450,1294822,348873,363058,31951,32417,199407,210506,10668,10405,498354,458645,434652,398433,26192,25934,16137,13638,5087,5202,2090,1678,14196,13760,447267,410624,32697,32447,22567,19690,8613,8735,3335,2933
R,10,2023,35,4605785,2320525,2285260,1702019,1641873,336365,351026,34525,31268,180360,191434,7692,7031,59564,62628,1753776,1696494,359927,377910,53178,50512,204909,216269,13780,13130,1821141,1829058,1265148,1245282,311131,325501,18239,17555,175332,186360,5629,5303,45662,49057,1304645,1287940,328389,345879,30582,30892,196387,207651,10441,10179,499384,456202,436871,396591,25234,25525,16286,13713,5028,5074,2063,1728,13902,13571,449131,408554,31538,32031,22596,19620,8522,8618,3339,2951
R,10,2023,36,4504356,2275704,2228652,1683440,1610368,319735,333953,32899,30061,176242,187368,7745,6835,55643,60067,1731651,1662752,341601,359451,50759,48716,199101,211361,13604,12695,1784255,1782104,1252279,1221384,295379,309302,17113,16937,171378,182565,5553,5122,42553,46794,1288863,1262009,311281,328516,28974,29725,191019,203212,10261,9814,491449,446548,431161,388984,24356,24651,15786,13124,4864,4803,2192,1713,13090,13273,442788,400743,30320,30935,21785,18991,8082,8149,3343,2881
R,10,2023,37,4515867,2283551,2232316,1701065,1623886,312306,327864,32649,29926,175993,186479,7737,6956,53801,57205,1747888,1673482,332885,351687,49887,48464,198291,209170,13454,12643,1788153,1785397,1265838,1233920,287958,303232,16850,16647,171013,181799,5523,5222,40971,44577,1301320,1272358,302645,321208,28268,29489,190082,201280,10072,9797,495398,446919,435227,389966,24348,24632,15799,13279,4980,4680,2214,1734,12830,12628,446568,401124,30240,30479,21619,18975,8209,7890,3382,2846
R,10,2023,38,4519680,2283449,2236231,1708901,1630813,307417,325437,32139,29475,174842,187185,7658,7008,52492,56313,1754426,1679723,327321,348218,49713,47866,196249,209865,13209,12758,1786569,1789060,1271919,1240138,283648,301187,16123,16402,170003,182481,5451,5363,39425,43489,1305820,1277712,297672,317876,27598,29110,188294,201915,9871,10016,496880,447171,436982,390675,23769,24250,16016,13073,4839,4704,2207,1645,13067,12824,448606,402011,29649,30342,22115,18756,7955,7950,3338,2742
R,10,2023,39,4437584,2236080,2201504,1676695,1607876,295842,316748,31552,29036,174303,186733,7400,6683,50288,54428,1720368,1655011,314437,338221,48495,47213,195033,209010,12909,12349,1750154,1758735,1248829,1220529,272954,293085,15989,16055,169465,182240,5262,5014,37655,41812,1281284,1256581,285924,308667,27047,28521,187118,201269,9625,9531,485926,442769,427866,387347,22888,23663,15563,12981,4838,4493,2138,1669,12633,12616,439084,398430,28513,29554,21448,18692,7915,7741,3284,2818
R,10,2023,40,4444799,2239156,2205643,1685079,1613243,293914,316182,31887,29294,171484,186224,7433,6819,49359,53881,1727837,1659782,312121,337174,48728,47752,191800,208061,12757,12501,1752166,1760293,1255862,1223901,271076,292151,15971,16037,166721,181745,5383,5119,37153,41340,1287780,1259363,283788,307412,27140,28727,184029,200412,9603,9672,486990,445350,429217,389342,22838,24031,15916,13257,4763,4479,2050,1700,12206,12541,440057,400419,28333,29762,21588,19025,7771,7649,3154,2829
R,10,2023,41,4476705,2252972,2223733,1699960,1629683,294706,319108,31729,29048,170132,185860,7461,6916,48984,53118,1742402,1675528,312703,340009,48719,47436,190091,207099,12828,12493,1760932,1770412,1266048,1232811,271699,294709,15908,15801,165316,181120,5299,5152,36662,40819,1297536,1267821,284197,309930,27147,28535,182201,199229,9571,9634,492040,453321,433912,396872,23007,24399,15821,13247,4816,4740,2162,1764,12322,12299,444866,407707,28506,30079,21572,18901,7890,7870,3257,2859
R,10,2023,42,4393980,2208227,2185753,1674005,1608417,288038,312924,30454,28421,161096,178155,7214,6356,47420,51480,1714889,1652866,305237,333255,47301,46430,180277,198470,12456,11793,1732698,1742773,1254384,1220375,265990,289296,15128,15556,156479,173538,5142,4672,35575,39336,1284804,1254124,277970,303969,26332,27949,172741,190876,9293,9025,475529,442980,419621,388042,22048,23628,15326,12865,4617,4617,2072,1684,11845,12144,430085,398742,27267,29286,20969,18481,7536,7594,3163,2768
R,10,2023,43,4412171,2218348,2193823,1680081,1610243,294645,321705,31065,28361,158056,175642,7306,6539,47195,51333,1720780,1654486,311929,342001,48101,46632,176971,195659,12608,12072,1731177,1747127,1250081,1218656,272275,297802,15417,15551,153265,171067,5119,4864,35020,39187,1280004,1252125,284144,312407,26688,28219,169156,188129,9330,9355,487171,446696,430000,391587,22370,23903,15648,12810,4791,4575,2187,1675,12175,12146,440776,402361,27785,29594,21413,18413,7815,7530,3278,2717
R,10,2023,44,4225817,2117082,2108735,1606107,1548308,279578,308945,29114,27019,151897,170293,6436,6101,43950,48069,1644088,1589613,295451,327900,45109,44229,169421,189169,11328,11098,1662049,1684092,1204360,1176283,258542,286044,14593,14780,147537,166036,4529,4545,32488,36404,1232181,1207308,269371,299405,25107,26683,162283,182044,8377,8574,455033,424643,401747,372025,21036,22901,14521,12239,4360,4257,1907,1556,11462,11665,411907,382305,26080,28495,20002,17546,7138,7125,2951,2524
R,10,2023,45,4113476,2058588,2054888,1567508,1512676,268365,298091,27769,26434,146931,166059,6221,5714,41794,45914,1603442,1552147,283467,315811,43208,43249,163526,184011,10672,10483,1614473,1636604,1174305,1146040,248151,275768,13968,14253,142686,161721,4453,4199,30910,34623,1200560,1175534,258458,288242,24196,25786,156663,176971,7989,8027,444115,418284,393203,366636,20214,22323,13801,12181,4245,4338,1768,1515,10884,11291,402882,376613,25009,27569,19012,17463,6863,7040,2683,2456
R,10,2023,46,4076624,2034502,2042122,1554755,1507471,262580,294105,27780,26260,143282,163885,6027,5728,40078,44673,1589230,1545580,276814,311281,42854,42910,159190,181452,10424,10463,1595653,1624502,1165306,1139773,243369,272392,14194,14575,138965,159630,4288,4231,29531,33901,1190384,1168423,252922,284552,24255,26204,152295,174543,7756,8028,438849,417620,389449,367698,19211,21713,13586,11685,4317,4255,1739,1497,10547,10772,398846,377157,23892,26729,18599,16706,6895,6909,2668,2435
R,10,2023,47,3909961,1949191,1960770,1485545,1448014,249138,278793,26701,24878,143772,161918,5699,5436,38336,41731,1518579,1483534,262282,294562,41232,40566,159122,178526,10040,9870,1525116,1552792,1108919,1087806,230534,258126,13590,13633,139726,157716,4097,4016,28250,31495,1132959,1114307,239251,269152,23239,24509,152713,171781,7543,7609,424075,407978,376626,360208,18604,20667,13111,11245,4046,4202,1602,1420,10086,10236,385620,369227,23031,25410,17993,16057,6409,6745,2497,2261
R,10,2023,48,3923908,1956339,1967569,1495167,1455252,248534,280147,26184,24897,145057,162104,5597,5201,35800,39968,1525771,1489288,260910,294974,39973,40078,159401,178072,9516,9371,1538282,1564726,1122124,1098447,230998,260130,13284,13796,141085,158090,4064,3853,26727,30410,1144691,1124106,239361,270496,22708,24447,153264,171710,7209,7211,418057,402843,373043,356805,17536,20017,12900,11101,3972,4014,1533,1348,9073,9558,381080,365182,21549,24478,17265,15631,6137,6362,2307,2160
R,10,2023,49,3879291,1931024,1948267,1477773,1444690,244256,275838,25818,24410,143468,160115,5375,5056,34334,38158,1507018,1476997,255886,289913,39342,39213,157194,175256,9254,9050,1525117,1553583,1114534,1093694,227692,257066,13196,13517,139769,156264,3953,3780,25973,29262,1136428,1118170,235719,267050,22497,24041,151584,169310,7101,7019,405907,394684,363239,350996,16564,18772,12622,10893,3699,3851,1422,1276,8361,8896,370590,358827,20167,22863,16845,15172,5610,5946,2153,2031
R,10,2023,50,3882300,1929591,1952709,1477571,1447878,245572,278579,25155,24471,142394,159435,5180,5022,33719,37324,1506230,1479353,256736,292149,38403,39105,156105,174375,8959,8926,1536504,1567658,1125396,1105330,229665,260272,13024,13697,138871,155730,3830,3745,25718,28884,1146992,1129407,237322,269955,22325,24341,150733,168645,6928,6911,393087,385051,352175,342548,15907,18307,12131,10774,3523,3705,1350,1277,8001,8440,359238,349946,19414,22194,16078,14764,5372,5730,2031,2015
R,10,2023,51,4028202,2004872,2023330,1542408,1508990,255317,287512,25776,24542,142690,160078,5236,4942,33445,37266,1570689,1540437,266101,300743,39516,39590,156060,174801,8989,8903,1613881,1640146,1191896,1167640,239702,269453,13527,13933,139063,156403,3931,3678,25762,29039,1213402,1191835,247236,278997,23387,24932,150683,169227,6977,6957,390991,383184,350512,341350,15615,18059,12249,10609,3627,3675,1305,1264,7683,8227,357287,348602,18865,21746,16129,14658,5377,5574,2012,1946
R,10,2023,52,4266706,2127278,2139428,1657751,1616691,265226,299718,25920,25335,138792,154911,5251,4972,34338,37801,1686825,1648605,276134,313024,40343,41076,152306,169396,9187,9106,1739548,1759537,1310013,1278416,249707,281866,14140,14612,135129,151294,3912,3751,26647,29598,1332345,1303141,257348,291435,24634,26391,146878,163850,7166,7162,387730,379891,347738,338275,15519,17852,11780,10723,3663,3617,1339,1221,7691,8203,354480,345464,18786,21589,15709,14685,5428,5546,2021,1944
R,10,2023,53,4312195,2151030,2161165,1682552,1642252,266576,297582,26111,24923,136863,153881,5160,5095,33768,37432,1711106,1673604,277331,310649,40578,40879,149772,168228,9118,9300,1769521,1792567,1340401,1314047,251179,280208,14371,14683,133339,150270,3876,3875,26355,29484,1362423,1338477,258850,289763,25025,26704,144519,162637,7156,7380,381509,368598,342151,328205,15397,17374,11740,10240,3524,3611,1284,1220,7413,7948,348683,335127,18481,20886,15553,14175,5253,5591,1962,1920
R,10,2023,54,4121911,2051162,2070749,1613445,1583365,247854,278846,24436,23854,129004,145581,4989,4888,31434,34215,1640125,1612065,257473,290348,38252,38964,141023,158521,8663,8728,1690565,1720249,1289827,1270733,233404,262670,13623,14085,125683,142141,3795,3748,24233,26872,1310174,1293060,239962,270919,23761,25514,136085,153310,6808,6920,360597,350500,323618,312632,14450,16176,10813,9769,3321,3440,1194,1140,7201,7343,329951,319005,17511,19429,14491,13450,4938,5211,1855,1808
R,10,2023,55,4011943,1993780,2018163,1566530,1540421,243913,275471,24023,23225,125273,142135,4548,4635,29493,32276,1591379,1567267,252826,286295,37282,37666,136457,154200,8018,8437,1646498,1680779,1254918,1239449,229736,259589,13358,13923,122240,138972,3405,3516,22841,25330,1273932,1260239,235845,267319,23199,24908,131952,149465,6287,6689,347282,337384,311612,300972,14177,15882,10665,9302,3033,3163,1143,1119,6652,6946,317447,307028,16981,18976,14083,12758,4505,4735,1731,1748
