UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,8,2023,58,4200989,2064585,2136404,1640245,1654599,254231,291974,23814,24003,113650,129654,4708,4736,27937,31438,1663572,1680604,262326,302294,37371,39221,123731,140573,8138,8477,1744021,1818809,1352380,1370971,241008,277036,14267,15494,110815,126689,3683,3740,21868,24879,1370381,1391285,246577,284441,24577,27404,119579,136106,6560,6888,320564,317595,287865,283628,13223,14938,9547,8509,2835,2965,1025,996,6069,6559,293191,289319,15749,17853,12794,11817,4152,4467,1578,1589
R,8,2023,59,4303786,2110312,2193474,1687429,1710345,252916,291600,23669,24139,113935,131485,4450,4637,27913,31268,1710659,1736180,260796,301355,37619,39788,123885,142358,7901,8364,1804133,1884702,1412650,1434593,240095,277002,14477,15708,111276,128728,3488,3662,22147,25009,1430863,1454972,245583,284018,25355,28201,119937,138162,6394,6818,306179,308772,274779,275752,12821,14598,9192,8431,2659,2757,962,975,5766,6259,279796,281208,15213,17337,12264,11587,3948,4196,1507,1546
R,8,2023,60,4304168,2104962,2199206,1687201,1721796,247878,286675,23237,23687,114910,131545,4249,4514,27487,30989,1710136,1747306,255427,296404,37050,39350,124713,142091,7546,8180,1813784,1902670,1425719,1456999,235812,272941,14496,15565,112316,128759,3349,3593,22092,24813,1443963,1477165,241094,279955,25443,28095,120928,137882,6185,6691,291178,296536,261482,264797,12066,13734,8741,8122,2594,2786,900,921,5395,6176,266173,270141,14333,16449,11607,11255,3785,4209,1361,1489
R,8,2023,61,4307855,2102194,2205661,1697502,1740497,243824,284299,22669,23616,106718,122208,4359,4484,27122,30557,1720228,1765592,251080,293867,36361,39357,116381,132523,7705,8121,1822004,1919933,1445630,1485089,232326,271417,14339,15656,104305,119553,3509,3576,21895,24642,1463796,1505100,237396,278341,25299,28381,112779,128515,6367,6635,280190,285728,251872,255408,11498,12882,8330,7960,2413,2655,850,908,5227,5915,256432,260492,13684,15526,11062,10976,3602,4008,1338,1486
R,8,2023,62,4292324,2088729,2203595,1697153,1747614,238095,280335,21907,23331,100811,118388,4112,4210,26651,29717,1719398,1771996,245156,289386,35663,38993,110247,128331,7329,7753,1825673,1931915,1460889,1504687,227284,267902,14088,15960,98484,115849,3315,3396,21613,24121,1478717,1524246,232271,274542,25155,28717,106773,124488,6052,6389,263056,271680,236264,242927,10811,12433,7819,7371,2327,2539,797,814,5038,5596,240681,247750,12885,14844,10508,10276,3474,3843,1277,1364
R,8,2023,63,4222279,2050277,2172002,1658493,1715037,236862,278804,21635,22984,103048,121920,4103,4164,26136,29093,1680400,1738808,243714,287841,35167,38306,112265,131591,7233,7612,1793500,1906503,1427898,1477656,226224,266698,13978,15755,100782,119419,3312,3373,21306,23602,1445581,1496690,231087,273342,24924,28244,108930,127794,5965,6295,256777,265499,230595,237381,10638,12106,7657,7229,2266,2501,791,791,4830,5491,234819,242118,12627,14499,10243,10062,3335,3797,1268,1317
R,8,2023,64,4125372,1993809,2131563,1622825,1693148,225738,269628,20157,21773,96592,115637,3817,3853,24680,27524,1643433,1715821,232087,277875,33159,36697,105287,124573,6682,6983,1759610,1884890,1412384,1472483,216012,258306,13305,15020,94516,113342,3113,3167,20280,22572,1429200,1490888,220557,264382,23938,27351,102193,121173,5556,5853,234199,246673,210441,220665,9726,11322,6852,6753,2076,2295,704,686,4400,4952,214233,224933,11530,13493,9221,9346,3094,3400,1126,1130
R,8,2023,65,4070781,1960171,2110610,1601854,1684480,215490,259280,19050,21004,96439,115602,3598,3767,23740,26477,1621625,1706152,221629,267268,31713,35482,104673,124173,6344,6729,1742414,1876656,1406430,1475038,206189,248482,12783,14764,94504,113530,2944,3090,19564,21752,1422577,1492669,210586,254398,23234,26738,101822,121010,5285,5636,217757,233954,195424,209442,9301,10798,6267,6240,1935,2072,654,677,4176,4725,199048,213483,11043,12870,8479,8744,2851,3163,1059,1093
R,8,2023,66,3998170,1916339,2081831,1571330,1665416,207306,255075,18784,20264,92631,111904,3460,3582,22828,25590,1590322,1686449,213249,262719,31190,34737,100366,119727,6082,6503,1708596,1856005,1384885,1463093,198559,244656,12514,14313,90818,109946,2868,2935,18952,21062,1400503,1480202,202889,250303,22811,26402,97747,116754,5142,5427,207743,225826,186445,202323,8747,10419,6270,5951,1813,1958,592,647,3876,4528,189819,206247,10360,12416,8379,8335,2619,2973,940,1076
R,8,2023,67,3820345,1819233,2001112,1493139,1600306,193969,242962,17495,19439,89957,110413,3160,3446,21513,24546,1511110,1620424,199478,250260,29185,33333,97167,118033,5668,6190,1625150,1786605,1319072,1408180,185743,233087,11684,13873,88230,108377,2603,2898,17818,20190,1333822,1424553,189687,238448,21374,25492,94652,115011,4770,5237,194083,214507,174067,192126,8226,9875,5811,5566,1727,2036,557,548,3695,4356,177288,195871,9791,11812,7811,7841,2515,3022,898,953
R,8,2023,68,3711988,1758894,1953094,1448524,1567856,183104,231400,16599,18306,87182,109009,3005,3359,20480,23164,1465482,1586755,188363,238320,27925,31285,93999,116269,5415,6014,1575336,1747386,1283323,1382817,175377,222328,11358,13152,85584,107166,2512,2794,17182,19129,1297427,1398200,179228,227454,20905,24017,91700,113551,4609,5087,183558,205708,165201,185039,7727,9072,5241,5154,1598,1843,493,565,3298,4035,168055,188555,9135,10866,7020,7268,2299,2718,806,927
R,8,2023,69,3574033,1683484,1890549,1395745,1526329,168786,219230,15197,17202,82186,103032,2765,3118,18805,21638,1411469,1543955,173533,225615,25839,29642,88286,109560,4839,5630,1516932,1699695,1245574,1354338,161695,210957,10615,12509,80837,101316,2327,2585,15884,17990,1258748,1368804,165174,215708,19700,23016,86299,107078,4159,4775,166552,190854,150171,171991,7091,8273,4582,4693,1349,1716,438,533,2921,3648,152721,175151,8359,9907,6139,6626,1987,2482,680,855
R,8,2023,70,3410777,1598277,1812500,1332362,1471747,153982,203884,14092,15945,77745,97644,2625,2853,17471,20427,1346935,1488479,158238,209790,24012,27740,83429,103878,4615,5198,1445753,1634627,1194811,1311219,147574,196091,9909,11702,76442,96133,2231,2389,14786,17093,1207060,1325042,150681,200537,18389,21734,81543,101623,3977,4438,152524,177873,137551,160528,6408,7793,4183,4243,1303,1511,394,464,2685,3334,139875,163437,7557,9253,5623,6006,1886,2255,638,760
R,8,2023,71,3278639,1530489,1748150,1282323,1423735,143050,193758,12906,14971,73660,94226,2451,2741,16099,18719,1295709,1439100,147023,199101,22155,26026,78798,99732,4362,4902,1389455,1582083,1154822,1273768,137202,186436,9203,11064,72442,92786,2101,2305,13685,15724,1166108,1286516,140155,190471,17132,20542,77070,97634,3771,4172,141034,166067,127501,149967,5848,7322,3703,3907,1218,1440,350,436,2414,2995,129601,152584,6868,8630,5023,5484,1728,2098,591,730
R,8,2023,72,3103510,1438158,1665352,1205383,1354744,135634,187374,12265,14148,67554,88942,2182,2467,15140,17677,1217966,1369196,139350,192562,21170,24698,72246,93983,3949,4494,1305514,1508024,1085222,1212701,130171,180487,8868,10402,66453,87530,1883,2082,12917,14822,1095868,1224647,132954,184428,16551,19448,70671,91942,3458,3843,132644,157328,120161,142043,5463,6887,3397,3746,1101,1412,299,385,2223,2855,122098,144549,6396,8134,4619,5250,1575,2041,491,651
R,8,2023,73,2938869,1355430,1583439,1130243,1283665,127788,176993,11705,13354,68977,90168,2196,2390,14521,16869,1142301,1297355,131386,181968,20274,23268,73460,95194,3887,4373,1232025,1433139,1018552,1147788,122642,170324,8567,9961,67968,88850,1855,2042,12441,14174,1028818,1159158,125374,174090,15961,18475,71995,93242,3374,3772,123405,150300,111691,135877,5146,6669,3138,3393,1009,1318,341,348,2080,2695,113483,138197,6012,7878,4313,4793,1465,1952,513,601
R,8,2023,74,2839795,1304800,1534995,1098188,1257097,116270,164109,10927,12484,63973,83124,2108,2339,13334,15842,1109288,1270098,119439,168684,18888,22002,68048,87578,3687,4127,1191740,1396439,995627,1131472,111738,158160,8051,9370,63026,81978,1806,1998,11492,13461,1005138,1142418,114138,161659,15018,17678,66674,85903,3195,3568,113060,138556,102561,125625,4532,5949,2876,3114,947,1146,302,341,1842,2381,104150,127680,5301,7025,3870,4324,1374,1675,492,559
R,8,2023,75,2755431,1263820,1491611,1071761,1232263,107380,153329,10108,11735,60141,77009,1875,2169,12555,15106,1082230,1244743,110426,157543,17649,20832,63870,81273,3336,3889,1157939,1360409,975627,1113197,103112,147826,7531,8867,59291,75884,1607,1859,10771,12776,984531,1123629,105444,151031,14092,16755,62623,79633,2917,3371,105881,131202,96134,119066,4268,5503,2577,2868,850,1125,268,310,1784,2330,97699,121114,4982,6512,3557,4077,1247,1640,419,518
R,8,2023,76,2879001,1326307,1552694,1143785,1308041,101497,144342,10216,11354,56392,71982,1778,1928,12639,15047,1154427,1320597,104455,148526,18061,20666,59914,76020,3229,3552,1225446,1426613,1051970,1193255,97654,139151,7681,8722,55618,70918,1537,1657,10986,12910,1061182,1203927,99942,142411,14645,16894,58733,74499,2822,3110,100861,126081,91815,114786,3843,5191,2535,2632,774,1064,241,271,1653,2137,93245,116670,4513,6115,3416,3772,1181,1521,407,442
R,8,2023,77,2070849,936908,1133941,795910,939254,75683,112568,7541,8880,46710,59896,1552,1686,9512,11657,803901,948888,77938,115773,13198,15707,49559,63329,2710,3078,854505,1026243,720927,841397,72394,107904,5546,6683,46090,59010,1352,1460,8196,9789,727789,849405,74086,110302,10511,12534,48644,62024,2376,2700,82403,107698,74983,97857,3289,4664,1995,2197,620,886,200,226,1316,1868,76112,99483,3852,5471,2687,3173,915,1305,334,378
R,8,2023,78,1908222,853244,1054978,724154,873449,69712,105903,6829,8258,42506,55071,1309,1540,8734,10757,731477,882351,71765,108853,12031,14588,45086,58206,2434,2825,778726,956608,656261,783766,66852,101851,5086,6260,41893,54273,1126,1326,7508,9132,662503,791259,68402,104082,9632,11755,44201,57031,2130,2462,74518,98370,67893,89683,2860,4052,1743,1998,613,798,183,214,1226,1625,68974,91092,3363,4771,2399,2833,885,1175,304,363
R,8,2023,79,1829210,811242,1017968,693163,850288,63364,97776,6278,7616,39298,50677,1184,1364,7955,10247,699856,858771,65167,100659,11055,13752,41633,53527,2196,2605,745041,927159,632732,767357,60728,94193,4750,5782,38833,49917,1043,1181,6955,8729,638547,774528,62136,96407,9014,11133,40934,52437,1953,2291,66201,90809,60431,82931,2636,3583,1528,1834,465,760,141,183,1000,1518,61309,84243,3031,4252,2041,2619,699,1090,243,314
R,8,2023,80,1825546,803035,1022511,694142,864747,58913,94177,5753,7180,35735,45449,1041,1211,7451,9747,700456,872886,60591,96828,10351,13119,37780,48072,1962,2341,742303,936684,638587,786517,56539,90595,4469,5462,35262,44795,924,1043,6522,8272,644116,793387,57829,92564,8595,10664,37076,47084,1742,2052,60732,85827,55555,78230,2374,3582,1284,1718,473,654,117,168,929,1475,56340,79499,2762,4264,1756,2455,704,988,220,289
R,8,2023,81,1542481,669814,872667,573946,731544,50471,82022,5044,6265,32914,43423,879,1116,6560,8297,579431,738451,51984,84257,9061,11308,34805,45706,1656,2045,616711,796960,525344,662192,48403,79082,3927,4769,32528,42838,767,940,5742,7139,530124,668088,49587,80803,7510,9213,34226,44865,1457,1778,53103,75707,48602,69352,2068,2940,1117,1496,386,585,112,176,818,1158,49307,70363,2397,3454,1551,2095,579,841,199,267
R,8,2023,82,1352546,578750,773796,494328,646548,43995,74388,4497,5603,29412,38763,808,947,5710,7547,499145,652818,45271,76418,7953,10170,31098,40892,1501,1833,531108,704929,450702,583381,42158,71698,3496,4350,29063,38232,718,805,4971,6463,454877,588722,43127,73260,6574,8352,30569,40104,1336,1590,47642,68867,43626,63167,1837,2690,1001,1253,349,531,90,142,739,1084,44268,64096,2144,3158,1379,1818,529,788,165,243
R,8,2023,83,1208497,508716,699781,431690,582030,39573,68584,4064,5177,27435,36170,748,937,5206,6883,436049,587748,40757,70477,7146,9278,29047,38099,1382,1749,465184,635478,391848,523189,37907,65979,3129,3986,27085,35673,649,772,4566,5879,395664,528030,38825,67428,5866,7566,28541,37377,1224,1488,43532,64303,39842,58841,1666,2605,935,1191,350,497,99,165,640,1004,40385,59718,1932,3049,1280,1712,506,722,158,261
R,8,2023,84,1087276,452401,634875,385765,531538,34046,60016,3403,4548,24132,31790,594,840,4461,6143,389541,536648,35064,61656,6048,8193,25468,33542,1142,1596,413835,576830,350438,478310,32514,57682,2621,3511,23855,31347,513,724,3894,5256,353714,482678,33298,58915,4971,6710,25055,32888,1013,1380,38566,58045,35327,53228,1532,2334,782,1037,277,443,81,116,567,887,35827,53970,1766,2741,1077,1483,413,654,129,216
R,8,2023,85,988703,403806,584897,344711,490276,29757,54843,3061,4266,21652,29279,563,751,4062,5482,348134,494841,30678,56344,5486,7450,22876,30866,1031,1401,369600,531896,313283,441743,28476,52679,2412,3309,21396,28896,482,615,3551,4654,316263,445591,29183,53824,4575,6090,22499,30284,893,1181,34206,53001,31428,48533,1281,2164,649,957,256,383,81,136,511,828,31871,49250,1495,2520,911,1360,377,582,138,220
R,8,2023,86,855001,342865,512136,291985,428477,25410,48129,2606,3646,18873,26264,486,665,3505,4955,294988,432620,26209,49469,4664,6505,19958,27706,883,1274,313201,465289,264744,385491,24264,46270,2035,2813,18660,25889,422,559,3076,4267,267369,389031,24875,47306,3884,5331,19639,27173,775,1101,29664,46847,27241,42986,1146,1859,571,833,213,375,64,106,429,688,27619,43589,1334,2163,780,1174,319,533,108,173
R,8,2023,87,757252,298220,459032,253736,383796,22266,43618,2273,3272,16480,23429,411,561,3054,4356,256301,387412,22956,44826,4027,5834,17450,24672,795,1047,272211,417295,229794,345425,21261,42003,1796,2532,16301,23125,361,481,2698,3729,232058,348501,21794,42934,3370,4767,17184,24227,704,915,26009,41737,23942,38371,1005,1615,477,740,179,304,50,80,356,627,24243,38911,1162,1892,657,1067,266,445,91,132
R,8,2023,88,669626,257160,412466,219198,345703,18761,38504,1950,2908,14268,20906,363,497,2620,3948,221402,348960,19362,39556,3447,5186,15084,22079,715,971,234686,374905,198438,311165,17946,37053,1547,2230,14106,20629,323,417,2326,3411,200387,313963,18429,37876,2901,4247,14840,21666,643,828,22474,37561,20760,34538,815,1451,403,678,162,277,40,80,294,537,21015,34997,933,1680,546,939,244,413,72,143
R,8,2023,89,554592,208581,346011,177481,289749,15098,32238,1539,2346,11951,17912,326,428,2186,3338,179341,292553,15596,33148,2760,4233,12664,18943,600,825,190463,315061,160737,261241,14470,31055,1207,1806,11826,17678,283,375,1940,2906,162387,263677,14865,31768,2310,3478,12467,18597,528,726,18118,30950,16744,28508,628,1183,332,540,125,234,43,53,246,432,16954,28876,731,1380,450,755,197,346,72,99
R,8,2023,90,482722,176911,305811,150839,256242,12445,27798,1330,2067,10207,16448,260,360,1830,2896,152390,258641,12858,28573,2343,3720,10822,17312,483,742,162127,279286,137182,231735,11903,26801,1068,1636,10104,16261,231,316,1639,2537,138568,233827,12237,27423,1988,3114,10666,17037,431,660,14784,26525,13657,24507,542,997,262,431,103,187,29,44,191,359,13822,24814,621,1150,355,606,156,275,52,82
R,8,2023,91,415573,147259,268314,126025,225963,9916,23521,1064,1776,8488,14165,220,309,1546,2580,127337,228116,10278,24239,1914,3243,9001,14901,429,635,134839,245231,114487,204630,9513,22668,843,1396,8400,14004,195,275,1401,2258,115675,206505,9818,23255,1612,2704,8876,14663,387,558,12420,23083,11538,21333,403,853,221,380,88,161,25,34,145,322,11662,21611,460,984,302,539,125,238,42,77
R,8,2023,92,349163,120086,229077,103202,193895,7666,19178,840,1463,6939,12155,179,255,1260,2131,104270,195664,7954,19778,1539,2677,7368,12777,343,522,109872,209674,93697,175940,7345,18480,662,1135,6881,12034,161,224,1126,1861,94651,177478,7578,18961,1292,2215,7272,12587,307,463,10214,19403,9505,17955,321,698,178,328,58,121,18,31,134,270,9619,18186,376,817,247,462,96,190,36,59
R,8,2023,93,291049,96295,194754,82235,164084,6231,16435,731,1266,5902,10873,153,235,1043,1861,83115,165638,6472,16944,1311,2330,6246,11420,293,465,88083,178300,74600,148809,5963,15875,583,1002,5860,10768,140,207,937,1639,75392,150171,6162,16275,1104,1962,6172,11258,264,413,8212,16454,7635,15275,268,560,148,264,42,105,13,28,106,222,7723,15467,310,669,207,368,74,162,29,52
R,8,2023,94,227285,72057,155228,61582,130979,4498,12935,547,936,4498,8658,110,197,822,1523,62267,132232,4694,13379,1023,1806,4756,9088,218,396,66033,142599,56003,119293,4299,12483,442,739,4458,8569,100,176,731,1339,56613,120389,4458,12846,874,1518,4688,8954,194,353,6024,12629,5579,11686,199,452,105,197,40,89,10,21,91,184,5654,11843,236,533,149,288,68,134,24,43
R,8,2023,95,180873,54618,126255,46600,106566,3347,10318,419,800,3530,7144,71,146,651,1281,47148,107626,3497,10677,773,1529,3749,7517,161,322,50214,116405,42501,97489,3206,9953,345,635,3509,7068,63,129,590,1131,42999,98418,3334,10244,670,1292,3711,7404,144,286,4404,9850,4099,9077,141,365,74,165,21,76,8,17,61,150,4149,9208,163,433,103,237,38,113,17,36
R,8,2023,96,137969,39773,98196,33687,82701,2453,8021,303,647,2772,5714,54,113,504,1000,34112,83535,2578,8294,581,1224,2936,6000,117,241,36744,90970,30852,76031,2367,7748,260,527,2755,5663,49,100,461,901,31241,76781,2475,7977,517,1056,2907,5922,105,216,3029,7226,2835,6670,86,273,43,120,17,51,5,13,43,99,2871,6754,103,317,64,168,29,78,12,25
R,8,2023,97,100988,27778,73210,23340,61340,1762,6043,219,478,2045,4472,41,98,371,779,23648,61985,1860,6269,427,918,2163,4689,93,200,25635,67858,21359,56381,1694,5855,183,394,2031,4437,37,88,331,703,21634,56965,1773,6046,371,797,2135,4634,81,179,2143,5352,1981,4959,68,188,36,84,14,35,4,10,40,76,2014,5020,87,223,56,121,28,55,12,21
R,8,2023,98,73426,19068,54358,15842,45311,1198,4446,162,361,1569,3529,24,76,273,635,16067,45833,1264,4649,312,724,1663,3695,63,148,17680,50566,14558,41809,1156,4304,138,303,1558,3501,22,70,248,579,14764,42287,1212,4483,276,641,1643,3648,56,134,1388,3792,1284,3502,42,142,24,58,11,28,2,6,25,56,1303,3546,52,166,36,83,20,47,7,14
R,8,2023,99,50775,12574,38201,10306,31775,795,3066,105,266,1158,2616,22,52,188,426,10461,32126,852,3194,209,508,1223,2739,44,112,11661,35714,9460,29476,765,2975,90,226,1151,2600,20,47,175,390,9604,29798,814,3086,190,450,1212,2711,40,101,913,2487,846,2299,30,91,15,40,7,16,2,5,13,36,857,2328,38,108,19,58,11,28,4,11
R,8,2023,100,85882,18989,66893,14774,53693,1240,5730,198,522,2363,5885,37,115,377,948,15078,54448,1353,6050,396,1053,2497,6142,100,258,17723,62913,13626,50024,1196,5581,176,466,2349,5859,34,107,342,876,13906,50721,1292,5869,356,962,2470,6094,86,237,1266,3980,1148,3669,44,149,22,56,14,26,3,8,35,72,1172,3727,61,181,40,91,27,48,14,21
R,9,2023,999,335280066,165923812,169356254,125672459,126537249,22036426,23794101,2272298,2227901,10329778,11141148,457764,445164,5155087,5210691,130286032,131176838,24425728,26252485,3708258,3720511,12257025,13053089,898532,887627,132842776,137003890,96932537,98474604,20326750,22042337,1200687,1234094,9976395,10789781,327958,323171,4078449,4139903,100582766,102159076,22199672,23978986,2200602,2294930,11607377,12406871,671633,669791,33081036,32352364,28739922,28062645,1709676,1751764,1071611,993807,353383,351367,129806,121993,1076638,1070788,29703266,29017762,2226056,2273499,1507656,1425581,649648,646218,226899,217836
R,9,2023,0,3649217,1864766,1784451,1287115,1227780,302421,294317,33994,32594,107149,101253,7348,6922,126739,121585,1403677,1339577,372582,361758,57669,55378,153947,145989,16046,15189,1353772,1291623,874157,829136,263455,256533,12326,11729,99298,93874,4069,3914,100467,96437,967090,918312,319903,310825,27236,26101,137924,130824,10362,9910,510994,492828,412958,398644,38966,37784,21668,20865,7851,7379,3279,3008,26272,25148,436587,421265,52679,50933,30433,29277,16023,15165,5684,5279
R,9,2023,1,3685415,1882863,1802552,1296976,1237389,304542,296655,34559,33155,111290,105370,7480,7090,128016,122893,1414700,1350371,375312,364709,58462,56178,158656,150704,16262,15443,1365405,1303308,878969,833823,265117,258434,12409,11800,103318,97822,4190,4010,101402,97419,972747,923889,321981,313161,27422,26283,142433,135304,10550,10070,517458,499244,418007,403566,39425,38221,22150,21355,7972,7548,3290,3080,26614,25474,441953,426482,53331,51548,31040,29895,16223,15400,5712,5373
R,9,2023,2,3633689,1857685,1776004,1274476,1213815,303702,295050,34216,32996,112078,106235,7217,6753,125996,121155,1390334,1325197,373304,362089,57720,55671,158763,151001,15855,14982,1353097,1288964,867091,820460,265288,257810,12355,11879,104351,98779,4173,3954,99839,96082,959413,909282,321200,311720,27117,26149,142961,135832,10430,9934,504588,487040,407385,393355,38414,37240,21861,21117,7727,7456,3044,2799,26157,25073,430921,415915,52104,50369,30603,29522,15802,15169,5425,5048
R,9,2023,3,3729204,1906205,1822999,1315086,1254538,304568,295505,35727,34184,118203,111824,7116,6740,125505,120208,1430510,1365075,374007,362130,58986,56553,164725,156224,15701,14892,1399526,1336285,903498,858844,267992,260311,13493,13007,110343,104352,4357,4055,99843,95716,995814,947323,323947,314071,28211,27180,148966,141251,10641,10031,506679,486714,411588,395694,36576,35194,22234,21177,7860,7472,2759,2685,25662,24492,434696,417752,50060,48059,30775,29373,15759,14973,5060,4861
R,9,2023,4,3803082,1942095,1860987,1344939,1284995,306042,298949,36635,35108,121598,114827,7421,6963,125460,120145,1460233,1395409,375296,365475,59944,57565,168249,159213,16038,15115,1430376,1366450,928624,881944,269663,263744,14169,13757,113515,107157,4574,4293,99831,95555,1020828,970208,325394,317334,28961,27992,152334,144033,10926,10293,511719,494537,416315,403051,36379,35205,22466,21351,8083,7670,2847,2670,25629,24590,439405,425201,49902,48141,30983,29573,15915,15180,5112,4822
R,9,2023,5,3876139,1980611,1895528,1372000,1309274,310645,303522,37393,35448,125754,118377,7483,7041,127336,121866,1489016,1421255,380767,370901,61104,58265,173168,163433,16240,15336,1461470,1395185,948310,900374,274737,268780,14298,13811,117816,110751,4689,4384,101620,97085,1042157,990019,331345,323131,29380,28309,157412,148302,11164,10500,519141,500343,423690,408900,35908,34742,23095,21637,7938,7626,2794,2657,25716,24781,446859,431236,49422,47770,31724,29956,15756,15131,5076,4836
R,9,2023,6,3957651,2025305,1932346,1406279,1338149,313597,305324,36779,35185,132303,123921,7626,7198,128721,122569,1524510,1450777,383646,372708,60919,58343,180846,169389,16638,15625,1497089,1423737,970957,919310,278521,271252,15303,14534,124488,116428,4918,4552,102902,97661,1065892,1009462,335070,325599,30797,29310,165157,154331,11644,10774,528216,508609,435322,418839,35076,34072,21476,20651,7815,7493,2708,2646,25819,24908,458618,441315,48576,47109,30122,29033,15689,15058,4994,4851
R,9,2023,7,4070274,2079985,1990289,1459789,1391049,314619,308176,36325,35046,131643,124211,7548,7239,130061,124568,1579309,1505559,384986,376054,61123,58844,180653,170648,16667,15861,1537758,1468990,1009826,958448,279786,274369,15837,15343,123716,116786,4807,4608,103786,99436,1105640,1050292,336552,329174,31765,30644,164664,155578,11581,10998,542227,521299,449963,432601,34833,33807,20488,19703,7927,7425,2741,2631,26275,25132,473669,455267,48434,46880,29358,28200,15989,15070,5086,4863
R,9,2023,8,4107795,2098663,2009132,1473974,1406171,319575,311885,35711,34820,132187,124594,7444,7283,129772,124379,1593253,1520504,389742,379657,60623,58656,180926,170905,16542,15885,1555787,1484481,1021875,969923,284610,277794,16255,15493,124533,117264,4761,4641,103753,99366,1117662,1061688,341241,332555,32372,30825,165370,156002,11555,11058,542876,524651,452099,436248,34965,34091,19456,19327,7654,7330,2683,2642,26019,25013,475591,458816,48501,47102,28251,27831,15556,14903,4987,4827
R,9,2023,9,4109025,2103043,2005982,1479739,1405149,320735,312189,36031,34850,130639,123619,7193,6967,128706,123208,1598049,1518392,389989,379401,60894,58612,179131,169266,16339,15562,1563035,1487471,1030151,973819,285395,278017,16561,15916,123322,116698,4677,4535,102929,98486,1125211,1064757,341253,332367,32699,31289,163973,154860,11486,10946,540008,518511,449588,431330,35340,34172,19470,18934,7317,6921,2516,2432,25777,24722,472838,453635,48736,47034,28195,27323,15158,14406,4853,4616
R,9,2023,10,4079880,2085590,1994290,1466483,1398416,319007,310603,35933,34473,130376,122997,7098,6825,126693,120976,1582837,1509440,386780,376221,60516,58063,178426,168119,16272,15415,1551399,1479099,1020882,968615,284465,277285,16716,16001,123337,116140,4661,4408,101338,96650,1114378,1057721,339133,330286,32695,31328,163630,153849,11471,10733,534191,515191,445601,429801,34542,33318,19217,18472,7039,6857,2437,2417,25355,24326,468459,451719,47647,45935,27821,26735,14796,14270,4801,4682
R,9,2023,11,4089194,2091829,1997365,1475974,1405675,319541,309393,36529,35363,127810,120835,6943,6701,125032,119398,1590758,1515269,386483,373863,61153,58956,174923,165315,15979,15267,1552875,1477897,1025395,971362,285558,276648,16798,16162,120856,114200,4513,4334,99755,95191,1117381,1059144,339430,328579,32784,31462,160299,151352,11211,10663,538954,519468,450579,434313,33983,32745,19731,19201,6954,6635,2430,2367,25277,24207,473377,456125,47053,45284,28369,27494,14624,13963,4768,4604
R,9,2023,12,4138693,2123311,2015382,1507142,1426298,323305,312033,35688,34347,124593,117229,6864,6569,125719,118906,1622620,1535427,390692,376069,60693,58217,171628,161415,15943,15107,1569628,1485441,1040087,980010,290227,279855,17133,16166,117776,110806,4445,4251,99960,94353,1132310,1067002,344366,331223,33329,31574,156990,147578,11147,10518,553683,529941,467055,446288,33078,32178,18555,18181,6817,6423,2419,2318,25759,24553,490310,468425,46326,44846,27364,26643,14638,13837,4796,4589
R,9,2023,13,4209750,2156784,2052966,1540776,1461299,326399,314609,34968,33561,122553,116765,6587,6415,125501,120317,1656300,1571874,393658,379621,60278,58087,168900,160747,15527,14917,1588153,1508547,1056486,997654,294636,283868,17276,16874,116038,110671,4419,4289,99298,95191,1148285,1085504,348436,335812,33511,32694,154584,147309,11013,10534,568631,544419,484290,463645,31763,30741,17692,16687,6515,6094,2168,2126,26203,25126,508015,486370,45222,43809,26767,25393,14316,13438,4514,4383
